Department,Course,Year,Total Grades,"D, F, W Grades",% DFW,Difficulty
GEN,490S,2009.5714285714287,2.0,0.0,0.0,1.0
GEN,490U,2011.7777777777778,6.666666666666667,0.0,0.0,1.0
GEN,491,2011.590909090909,21.40909090909091,0.2727272727272727,1.5,1.0454545454545454
GEN,492,2016.5,11.833333333333334,0.0,0.0,1.0
GEN,495,2012.3333333333333,6.0,0.0,0.0,1.0
GEN,499,2016.0,11.909090909090908,0.2727272727272727,1.2727272727272727,1.0909090909090908
GEN,499H,2016.142857142857,2.7142857142857144,0.0,0.0,1.0
GEOL,100,2010.09375,415.46875,50.53125,12.71875,2.8125
GEOL,100L,2010.5,66.53333333333333,7.466666666666667,11.6,2.533333333333333
GEOL,101,2011.342105263158,192.71052631578948,23.31578947368421,12.763157894736842,2.8421052631578947
GEOL,102,2011.0,39.53333333333333,8.866666666666667,22.266666666666666,5.333333333333333
GEOL,102L,2011.0,26.666666666666668,2.0,7.133333333333334,1.8
GEOL,103X,2015.4285714285713,87.85714285714286,15.857142857142858,21.428571428571427,4.857142857142857
GEOL,105,2014.0,160.85714285714286,29.571428571428573,18.285714285714285,4.142857142857143
GEOL,105X,2007.5,154.16666666666666,28.0,17.666666666666668,4.0
GEOL,106,2015.0,29.0,2.5833333333333335,12.0,2.8333333333333335
GEOL,106L,2014.5,28.571428571428573,2.9285714285714284,11.857142857142858,2.7142857142857144
GEOL,106X,2011.5,25.5,10.0,39.5,9.5
GEOL,108,2010.75,54.083333333333336,9.166666666666666,16.75,3.8333333333333335
GEOL,109X,2009.0,15.333333333333334,0.3333333333333333,2.0,1.0
GEOL,111,2015.2941176470588,96.05882352941177,13.470588235294118,13.470588235294118,2.8823529411764706
GEOL,111X,2011.4,49.8,7.8,16.4,3.8
GEOL,112,2014.5,8.5,0.5,8.833333333333334,2.5
GEOL,112X,2010.0,7.0,1.0,15.5,3.5
GEOL,113,2018.0,4.0,2.0,50.0,10.0
GEOL,113X,2016.0,7.0,0.0,0.0,1.0
GEOL,160,2014.0,18.333333333333332,2.7777777777777777,16.88888888888889,3.888888888888889
GEOL,160X,2008.5,21.0,4.0,22.5,5.5
GEOL,201,2010.0,155.13333333333333,14.066666666666666,8.466666666666667,1.9333333333333333
GEOL,211X,2007.0,12.0,2.5,19.5,4.5
GEOL,290,2014.8,2.4,0.0,0.0,1.0
GEOL,302,2010.5,22.9375,0.25,0.75,1.0
GEOL,306,2015.8,12.4,0.2,1.6,1.2
GEOL,311,2006.5,11.0,0.5,5.25,1.5
GEOL,311A,2003.5,11.0,2.0,17.0,4.0
GEOL,315,2014.0,29.0,2.142857142857143,7.428571428571429,1.8571428571428572
GEOL,315L,2013.0,24.22222222222222,1.5555555555555556,6.555555555555555,1.7777777777777777
GEOL,315X,2009.5,22.0,2.5,11.5,2.5
GEOL,316,2014.0,24.142857142857142,1.8571428571428572,7.714285714285714,1.8571428571428572
GEOL,316X,2009.5,20.0,1.5,7.5,1.5
GEOL,324,2011.0,31.133333333333333,3.1333333333333333,10.933333333333334,2.533333333333333
GEOL,356,2011.0,16.266666666666666,2.6666666666666665,17.2,4.133333333333334
GEOL,357X,2018.0,27.0,8.0,30.0,7.0
GEOL,365,2011.0,15.933333333333334,1.4666666666666666,8.666666666666666,2.1333333333333333
GEOL,368,2010.2857142857142,17.285714285714285,2.0,14.357142857142858,3.357142857142857
GEOL,402,2010.2857142857142,3.2142857142857144,0.21428571428571427,5.571428571428571,2.0714285714285716
GEOL,403,2004.0,1.0,0.0,0.0,1.0
GEOL,409,2008.5,1.5,0.0,0.0,1.0
GEOL,411,2010.0,8.866666666666667,0.9333333333333333,11.666666666666666,2.8666666666666667
GEOL,412,2004.0,9.0,1.0,11.0,2.0
GEOL,412X,2015.0,4.0,0.5,7.0,2.0
GEOL,414,2013.6,2.8,0.2,20.0,2.8
GEOL,414X,2004.0,2.0,0.0,0.0,1.0
GEOL,415,2012.6,8.2,0.8,6.0,2.0
GEOL,415X,2005.0,12.0,1.0,8.0,2.0
GEOL,416,2016.0,2.5,1.5,50.0,5.5
GEOL,416X,2008.0,1.0,0.0,0.0,1.0
GEOL,419,2017.0,6.5,0.0,0.0,1.0
GEOL,420,2014.0,13.0,1.0,8.0,1.6666666666666667
GEOL,420X,2009.0,10.0,0.0,0.0,1.0
GEOL,422,2003.0,1.0,0.0,0.0,1.0
GEOL,426,2012.5,3.5,0.3333333333333333,8.333333333333334,2.5
GEOL,430X,2015.3333333333333,6.333333333333333,1.0,44.333333333333336,6.0
GEOL,434,2006.25,1.75,0.0,0.0,1.0
GEOL,444,2018.0,7.0,0.0,0.0,1.0
GEOL,444X,2015.0,14.0,0.0,0.0,1.0
GEOL,451,2009.5,5.0,0.875,14.25,3.75
GEOL,452,2012.125,8.625,0.5,4.3125,1.625
GEOL,457,2011.0,4.428571428571429,0.42857142857142855,7.571428571428571,2.4285714285714284
GEOL,468X,2016.5,1.0,0.0,0.0,1.0
GEOL,474,2010.3333333333333,7.333333333333333,0.6666666666666666,9.5,2.5
GEOL,475,2003.5,3.5,1.0,25.0,5.5
GEOL,479,2011.0,15.76923076923077,1.6923076923076923,10.692307692307692,2.5384615384615383
GEOL,481,2003.0,1.0,0.0,0.0,1.0
GEOL,483X,2017.0,2.0,1.0,50.0,10.0
GEOL,488,2015.0,4.333333333333333,0.0,0.0,1.0
GEOL,489,2017.0,2.5,0.5,17.5,4.25
GEOL,489L,2017.0,1.0,0.0,0.0,1.0
GEOL,489X,2014.5,1.5,0.0,0.0,1.0
GEOL,490,2010.8709677419354,3.129032258064516,0.12903225806451613,5.806451612903226,1.7419354838709677
GEOL,495,2011.7826086956522,2.782608695652174,0.043478260869565216,0.8695652173913043,1.173913043478261
GER,101,2008.9545454545455,76.31818181818181,13.090909090909092,15.0,3.5454545454545454
GER,102,2009.6363636363637,56.77272727272727,7.363636363636363,13.409090909090908,3.0454545454545454
GER,201,2010.0,48.8,8.2,16.933333333333334,3.933333333333333
GER,202,2011.0,33.333333333333336,4.066666666666666,12.066666666666666,2.8
GER,301,2010.0,27.066666666666666,2.2,8.666666666666666,2.0
GER,302,2010.7142857142858,17.0,1.5,8.857142857142858,2.0
GER,304,2010.0,20.733333333333334,2.2,10.533333333333333,2.6
GER,305,2011.0,17.933333333333334,0.4,2.0,1.1333333333333333
GER,320,2011.0,18.466666666666665,1.6,8.466666666666667,1.8666666666666667
GER,330,2010.0,14.133333333333333,1.5333333333333334,11.466666666666667,2.6666666666666665
GER,370,2005.0,24.5,5.0,22.0,5.0
GER,370G,2012.5,13.5,0.5,4.5,1.5
GER,371,2012.5333333333333,29.0,3.066666666666667,9.866666666666667,2.1333333333333333
GER,375,2013.0,43.5,1.75,3.75,1.0
GER,378,2010.4545454545455,25.181818181818183,2.4545454545454546,9.545454545454545,2.272727272727273
GER,440,2004.6666666666667,6.0,0.3333333333333333,11.0,3.0
GER,471,2004.5,15.0,0.75,5.5,1.25
GER,472,2005.5,14.0,0.5,3.0,1.0
GER,475,2008.3333333333333,14.333333333333334,1.0,6.0,1.6666666666666667
GER,476,2012.2222222222222,13.0,0.7777777777777778,6.555555555555555,2.0
GER,490,2011.0416666666667,1.875,0.0,0.0,1.0
GER,499,2010.6875,1.375,0.0,0.0,1.0
GERON,234,2016.5,5.0,1.0,21.75,4.25
GERON,373,2012.7142857142858,10.785714285714286,0.2857142857142857,4.285714285714286,1.7142857142857142
GERON,377,2009.6818181818182,13.5,0.5909090909090909,3.8181818181818183,1.4545454545454546
GERON,378,2013.0,6.333333333333333,1.3333333333333333,22.666666666666668,4.833333333333333
GERON,415X,2010.5,2.5,1.0,41.5,8.5
GERON,448,2007.5,13.5,1.5,12.0,2.5
GERON,461,2004.0,6.0,0.5,10.0,3.0
GERON,463,2009.0,7.7272727272727275,0.45454545454545453,9.545454545454545,2.727272727272727
GERON,466,2011.0,3.0833333333333335,0.1388888888888889,4.361111111111111,1.8055555555555556
GERON,467,2011.4473684210527,2.526315789473684,0.10526315789473684,4.473684210526316,1.5789473684210527
GERON,471,2003.5,2.5,0.0,0.0,1.0
GERON,490,2013.6666666666667,1.8333333333333333,0.0,0.0,1.0
GLOBE,110,2013.0,13.666666666666666,0.7777777777777778,6.111111111111111,1.8888888888888888
GLOBE,120,2017.0,16.0,1.0,6.0,1.0
GLOBE,120X,2015.0,11.0,0.6666666666666666,7.333333333333333,2.3333333333333335
GLOBE,201,2014.4545454545455,36.90909090909091,4.7272727272727275,12.454545454545455,2.727272727272727
GLOBE,211,2013.875,51.125,1.75,3.6875,1.125
GLOBE,220,2015.1818181818182,12.181818181818182,2.090909090909091,18.454545454545453,4.2727272727272725
GLOBE,220X,2010.5,3.0,0.0,0.0,1.0
GLOBE,290,2013.1818181818182,3.5454545454545454,0.0,0.0,1.0
GLOBE,290H,2014.0,1.0,0.0,0.0,1.0
GLOBE,301,2014.5,28.833333333333332,0.16666666666666666,0.5,1.0
GLOBE,302,2013.0,30.0,0.8571428571428571,2.857142857142857,1.0
GLOBE,303,2017.0,43.0,0.0,0.0,1.0
GLOBE,304,2018.0,30.0,0.0,0.0,1.0
GLOBE,320,2016.5,18.166666666666668,0.3333333333333333,1.5,1.0
GLOBE,320X,2013.3333333333333,14.333333333333334,1.0,20.333333333333332,4.0
GLOBE,321,2014.2380952380952,8.095238095238095,0.0,0.0,1.0
GLOBE,322,2014.3333333333333,1.0,0.0,0.0,1.0
GLOBE,335X,2014.0,2.0,1.5,75.0,10.0
GLOBE,385,2015.3333333333333,1.6666666666666667,0.3333333333333333,22.166666666666668,3.5
GLOBE,401,2013.8823529411766,8.529411764705882,0.5294117647058824,3.5294117647058822,1.4705882352941178
GLOBE,401H,2014.4166666666667,2.0,0.0,0.0,1.0
GLOBE,402,2015.0,21.571428571428573,0.5714285714285714,3.2857142857142856,1.1428571428571428
GLOBE,441,2017.5,1.5,0.0,0.0,1.0
GLOBE,441X,2013.5,1.0,0.0,0.0,1.0
GLOBE,490A,2013.7,2.6,0.0,0.0,1.0
GLOBE,490E,2013.5,1.0,0.0,0.0,1.0
GLOBE,490H,2013.5,1.4166666666666667,0.0,0.0,1.0
GLOBE,490Z,2012.7,7.7,0.0,0.0,1.0
GLOBE,494A,2014.888888888889,9.0,0.0,0.0,1.0
GLOBE,494B,2018.0,3.0,0.0,0.0,1.0
GLOBE,494C,2017.0,4.0,0.0,0.0,1.0
GLOBE,495,2014.0,21.0,0.1111111111111111,0.5555555555555556,1.0
GLOBE,495X,2009.0,8.0,0.0,0.0,1.0
GLOBE,496,2014.2222222222222,7.888888888888889,0.0,0.0,1.0
GLOBE,497,2014.0,8.0,0.0,0.0,1.0
GLOBE,497X,2009.0,8.0,0.0,0.0,1.0
GLOBE,499,2016.0,1.0,0.0,0.0,1.0
GREEK,101,2006.875,17.375,5.125,31.125,7.0
GREEK,102,2007.875,8.875,0.875,12.25,2.875
GREEK,201,2007.4,2.4,0.2,6.6,2.2
GREEK,332,2009.6666666666667,1.6666666666666667,0.0,0.0,1.0
GREEK,441,2005.3333333333333,3.0,0.3333333333333333,11.0,3.0
GREEK,442,2005.5,2.5,0.5,12.5,3.5
GREEK,490,2004.0,1.0,0.0,0.0,1.0
H S,105,2010.0,93.66666666666667,3.0,3.4761904761904763,1.1904761904761905
H S,110,2009.6666666666667,181.88888888888889,13.583333333333334,6.833333333333333,1.5833333333333333
H S,215,2009.909090909091,62.696969696969695,1.5151515151515151,2.212121212121212,1.0
H S,260,2003.0,14.0,0.0,0.0,1.0
H S,275,2010.0,43.61538461538461,1.358974358974359,2.923076923076923,1.1538461538461537
H S,285,2016.0,1.0,0.0,0.0,1.0
H S,294,2003.0,10.0,1.0,10.0,2.0
H S,305,2012.1739130434783,29.304347826086957,2.130434782608696,6.260869565217392,1.565217391304348
H S,310,2010.258064516129,35.54838709677419,1.6774193548387097,4.387096774193548,1.2580645161290323
H S,350,2010.948717948718,93.05128205128206,6.717948717948718,6.487179487179487,1.6923076923076923
H S,375,2008.939393939394,5.848484848484849,0.2727272727272727,4.666666666666667,1.8484848484848484
H S,380,2010.5,54.6,3.2666666666666666,6.366666666666666,1.3666666666666667
H S,385,2017.0,13.5,0.25,1.0,1.0
H S,390,2009.0,31.0,0.6923076923076923,2.3846153846153846,1.0
H S,417,2005.625,1.0,0.0,0.0,1.0
H S,417A,2012.0,1.0,0.0,0.0,1.0
H S,417B,2012.857142857143,1.5714285714285714,0.14285714285714285,14.285714285714286,2.2857142857142856
H S,430,2010.0,28.466666666666665,1.2,4.866666666666666,1.3333333333333333
H S,464,2017.0,52.0,1.3333333333333333,2.3333333333333335,1.0
H S,464X,2014.5,30.5,1.0,3.0,1.0
H S,485,2010.5333333333333,8.555555555555555,0.06666666666666667,1.4666666666666666,1.2222222222222223
H S,490,2010.5757575757575,4.303030303030303,0.06060606060606061,0.7878787878787878,1.121212121212121
H S,490H,2012.0,1.0,0.0,0.0,1.0
H SCI,110,2015.5,32.25,1.75,6.0,1.5
H SCI,110X,2011.5,24.75,1.5,4.0,1.25
H SCI,113X,2006.5,5.5,0.5,8.5,2.5
H SCI,114X,2007.5,6.0,0.0,0.0,1.0
H SCI,150,2013.2631578947369,120.47368421052632,20.0,16.736842105263158,3.8421052631578947
H SCI,482,2010.0,5.0,0.0,0.0,1.0
H SCI,490E,2014.7142857142858,1.2857142857142858,0.0,0.0,1.0
HCI,409,2012.0,2.0,0.0,0.0,1.0
HD FS,102,2010.5,244.65217391304347,26.108695652173914,12.217391304347826,2.739130434782609
HD FS,103,2015.5,80.9,3.0,4.1,1.0
HD FS,103X,2012.3333333333333,111.66666666666667,3.0,2.3333333333333335,1.0
HD FS,105,2015.5,43.2,0.7,1.7,1.0
HD FS,105X,2012.3333333333333,21.333333333333332,0.3333333333333333,1.6666666666666667,1.0
HD FS,108X,2005.0,4.0,0.0,0.0,1.0
HD FS,110,2012.0,41.90909090909091,1.1818181818181819,3.272727272727273,1.3636363636363635
HD FS,110X,2004.5,19.0,1.5,7.25,1.5
HD FS,111,2014.0,26.375,1.125,5.25,1.5
HD FS,112X,2017.0,9.0,0.0,0.0,1.0
HD FS,156X,2016.0,8.0,5.0,63.0,10.0
HD FS,183,2014.8235294117646,314.05882352941177,39.294117647058826,13.882352941176471,3.0
HD FS,183X,2010.1666666666667,110.16666666666667,6.666666666666667,6.833333333333333,1.5
HD FS,202X,2015.0,5.0,0.0,0.0,1.0
HD FS,203X,2015.0,4.0,0.5,25.0,5.5
HD FS,204X,2015.0,6.5,0.0,0.0,1.0
HD FS,205X,2015.0,4.5,0.0,0.0,1.0
HD FS,206X,2015.0,4.0,0.0,0.0,1.0
HD FS,207X,2015.0,5.0,0.0,0.0,1.0
HD FS,208,2013.5,25.88888888888889,1.1666666666666667,4.333333333333333,1.1666666666666667
HD FS,218,2010.5,69.66666666666667,4.233333333333333,6.233333333333333,1.4333333333333333
HD FS,220,2006.7777777777778,49.72222222222222,3.611111111111111,7.277777777777778,1.7777777777777777
HD FS,221,2006.842105263158,45.10526315789474,2.3684210526315788,6.105263157894737,1.5263157894736843
HD FS,223,2016.5,50.5,3.5,5.75,1.5
HD FS,223X,2008.5,16.833333333333332,3.8333333333333335,22.666666666666668,5.166666666666667
HD FS,224,2014.4666666666667,58.86666666666667,2.2666666666666666,4.066666666666666,1.0666666666666667
HD FS,226,2009.03125,93.875,5.46875,6.09375,1.40625
HD FS,227,2010.857142857143,53.107142857142854,2.142857142857143,4.285714285714286,1.2857142857142858
HD FS,234,2015.5,67.16666666666667,4.5,7.166666666666667,1.6666666666666667
HD FS,239,2010.0869565217392,124.95652173913044,9.26086956521739,8.130434782608695,1.826086956521739
HD FS,240,2011.090909090909,162.36363636363637,9.363636363636363,6.090909090909091,1.303030303030303
HD FS,249,2014.9285714285713,94.07142857142857,3.642857142857143,4.071428571428571,1.2857142857142858
HD FS,269,2009.2142857142858,71.14285714285714,5.678571428571429,8.0,1.75
HD FS,270,2012.64,71.72,6.56,9.44,2.2
HD FS,276,2010.953488372093,458.4651162790698,33.02325581395349,7.976744186046512,1.813953488372093
HD FS,283,2010.6046511627908,103.37209302325581,12.232558139534884,11.093023255813954,2.488372093023256
HD FS,317,2017.0,2.0,0.0,0.0,1.0
HD FS,317A,2008.857142857143,1.1428571428571428,0.0,0.0,1.0
HD FS,317B,2009.5172413793102,2.6206896551724137,0.06896551724137931,2.2758620689655173,1.4137931034482758
HD FS,317C,2005.0,1.0,0.0,0.0,1.0
HD FS,317D,2006.5,1.0,0.0,0.0,1.0
HD FS,317E,2008.5,1.0,0.0,0.0,1.0
HD FS,317F,2011.75,1.25,0.0,0.0,1.0
HD FS,317G,2007.5,1.0,0.0,0.0,1.0
HD FS,317K,2005.5,1.5,0.0,0.0,1.0
HD FS,317L,2015.0,1.0,0.0,0.0,1.0
HD FS,340,2010.2903225806451,22.387096774193548,0.6129032258064516,2.193548387096774,1.064516129032258
HD FS,341,2010.0666666666666,33.06666666666667,1.9333333333333333,5.666666666666667,1.4666666666666666
HD FS,342,2014.7692307692307,46.69230769230769,2.0,4.0,1.2307692307692308
HD FS,343,2010.09375,20.28125,0.53125,2.1875,1.15625
HD FS,344,2012.5714285714287,26.0,0.8095238095238095,3.0476190476190474,1.0476190476190477
HD FS,344X,2006.5,17.5,0.5,2.5,1.0
HD FS,345,2010.5,25.266666666666666,0.6666666666666666,2.2,1.0666666666666667
HD FS,349,2007.909090909091,77.04545454545455,4.636363636363637,5.454545454545454,1.4090909090909092
HD FS,360,2010.0666666666666,57.733333333333334,2.7333333333333334,4.466666666666667,1.3333333333333333
HD FS,367,2010.3846153846155,87.8974358974359,5.410256410256411,6.410256410256411,1.6923076923076923
HD FS,369,2017.0,69.75,6.5,9.25,2.0
HD FS,370,2006.0,50.125,2.4375,4.875,1.3125
HD FS,373,2010.4722222222222,66.19444444444444,4.277777777777778,6.305555555555555,1.5555555555555556
HD FS,377,2010.0,94.43478260869566,5.695652173913044,6.217391304347826,1.4782608695652173
HD FS,378,2014.0,25.333333333333332,1.8888888888888888,8.333333333333334,1.6666666666666667
HD FS,380,2007.25,39.0,2.25,6.0,1.5
HD FS,383,2015.0,23.0,1.4,6.0,1.6
HD FS,395,2010.857142857143,76.6,7.142857142857143,9.257142857142858,2.142857142857143
HD FS,404X,2014.0,10.0,0.0,0.0,1.0
HD FS,405X,2014.0,6.0,0.0,0.0,1.0
HD FS,416A,2006.0,6.0,0.0,0.0,1.0
HD FS,416D,2006.0,13.0,2.0,15.0,3.0
HD FS,416L,2016.5,3.5,0.0,0.0,1.0
HD FS,417B,2005.6,2.6,0.2,6.6,2.2
HD FS,417C,2010.5,18.933333333333334,0.03333333333333333,0.1,1.0
HD FS,418A,2015.5,12.9,0.3,2.5,1.3
HD FS,418B,2016.0,54.0,1.125,2.375,1.0
HD FS,418X,2012.0,14.25,0.0,0.0,1.0
HD FS,440X,2017.0,2.0,0.0,0.0,1.0
HD FS,445,2008.0,47.22222222222222,1.2222222222222223,2.3333333333333335,1.0
HD FS,448,2007.5,21.5,4.0,18.5,4.0
HD FS,449,2010.258064516129,71.54838709677419,1.6451612903225807,2.161290322580645,1.0
HD FS,455,2010.5,18.933333333333334,0.16666666666666666,0.9333333333333333,1.0333333333333334
HD FS,456,2010.5,19.7,0.1,0.5666666666666667,1.0
HD FS,460,2004.0,38.0,2.0,5.0,1.0
HD FS,463,2011.0,44.8,4.866666666666666,9.333333333333334,2.2666666666666666
HD FS,474,2006.5,3.8333333333333335,0.5,13.833333333333334,3.6666666666666665
HD FS,479,2011.2727272727273,60.09090909090909,2.909090909090909,5.5,1.5454545454545454
HD FS,482,2015.0,11.6,1.4,10.4,2.8
HD FS,483,2008.5,23.8,3.1,10.9,2.8
HD FS,484,2016.5,14.0,0.25,2.5,1.25
HD FS,485,2017.0,7.333333333333333,1.0,10.333333333333334,2.6666666666666665
HD FS,486,2011.5714285714287,65.0952380952381,2.5238095238095237,3.857142857142857,1.0
HD FS,488,2007.75,23.75,0.875,4.125,1.5
HD FS,489,2010.0,15.0,1.2,7.4,1.9333333333333333
HD FS,489L,2011.0384615384614,6.8076923076923075,0.5384615384615384,9.423076923076923,2.6538461538461537
HD FS,490,2017.0,6.0,0.0,0.0,1.0
HD FS,490A,2008.2272727272727,1.5454545454545454,0.045454545454545456,2.272727272727273,1.4090909090909092
HD FS,490B,2005.0,4.7,0.0,0.0,1.0
HD FS,490C,2007.8333333333333,2.3333333333333335,0.16666666666666666,16.666666666666668,2.5
HD FS,490F,2009.2,3.0,0.0,0.0,1.0
HD FS,490G,2006.2,1.2,0.0,0.0,1.0
HD FS,490H,2011.5714285714287,1.7619047619047619,0.047619047619047616,1.5714285714285714,1.2857142857142858
HD FS,490I,2010.0,1.9166666666666667,0.041666666666666664,2.0833333333333335,1.375
HD FS,490R,2005.2222222222222,2.888888888888889,0.1111111111111111,1.4444444444444444,1.2222222222222223
HD FS,491,2010.5,42.08695652173913,0.21739130434782608,0.6304347826086957,1.0
HD FS,493,2007.0,1.0,1.0,100.0,10.0
HD FS,493A,2008.3333333333333,12.0,2.6666666666666665,19.666666666666668,4.666666666666667
HD FS,493B,2006.2307692307693,3.1538461538461537,0.0,0.0,1.0
HD FS,493D,2011.0,9.0,0.0,0.0,1.0
HD FS,493E,2009.0,13.0,1.0,8.0,2.0
HD FS,493F,2008.0,21.0,0.0,0.0,1.0
HD FS,493J,2004.0,2.8333333333333335,0.16666666666666666,2.8333333333333335,1.5
HD FS,493K,2004.0,4.142857142857143,0.2857142857142857,7.571428571428571,2.4285714285714284
HD FS,493L,2007.25,1.75,0.0,0.0,1.0
HD FS,493M,2004.0,2.857142857142857,0.42857142857142855,13.142857142857142,3.0
HD FS,493N,2004.0,1.0,0.0,0.0,1.0
HD FS,493W,2008.0,46.0,8.0,17.0,4.0
HD FS,499,2013.8,1.6,0.0,0.0,1.0
HD FS,499X,2007.6666666666667,3.6666666666666665,0.0,0.0,1.0
HG ED,421,2004.0,1.0,0.0,0.0,1.0
HIST,195,2016.0,28.875,3.5,12.75,2.875
HIST,195X,2013.5,13.0,2.0,10.0,3.0
HIST,201,2009.9642857142858,289.2142857142857,56.5,19.321428571428573,4.5
HIST,202,2010.9615384615386,270.5769230769231,50.73076923076923,16.23076923076923,3.6923076923076925
HIST,207,2010.3125,56.5625,11.375,18.75,4.5
HIST,221,2011.375,227.90625,37.03125,15.28125,3.40625
HIST,222,2010.4571428571428,214.65714285714284,30.0,12.028571428571428,2.742857142857143
HIST,225,2016.5,27.166666666666668,4.0,15.833333333333334,3.5
HIST,240,2008.75,45.625,9.25,20.0,4.375
HIST,245,2011.0,10.0,1.0,10.0,2.0
HIST,245X,2005.5,54.0,12.5,24.5,6.0
HIST,255X,2017.0,27.666666666666668,5.0,16.666666666666668,4.0
HIST,280,2009.2307692307693,64.92307692307692,13.307692307692308,19.846153846153847,4.538461538461538
HIST,281,2008.7,65.8,15.8,23.7,5.5
HIST,284,2009.8181818181818,61.0,9.363636363636363,14.636363636363637,3.1818181818181817
HIST,285,2008.25,61.625,12.5,18.625,4.25
HIST,304,2012.3333333333333,35.333333333333336,4.166666666666667,12.166666666666666,2.6666666666666665
HIST,304X,2004.5,30.5,5.0,16.5,3.5
HIST,305,2005.0,34.0,13.0,38.0,9.0
HIST,307,2011.875,80.625,12.875,16.0,3.625
HIST,310X,2017.0,23.0,4.0,17.0,4.0
HIST,311X,2015.0,9.0,4.0,44.0,10.0
HIST,316,2012.6666666666667,45.0,5.833333333333333,13.833333333333334,3.0
HIST,316X,2008.5,36.5,5.0,14.0,3.5
HIST,318,2013.0,44.857142857142854,8.857142857142858,19.857142857142858,4.428571428571429
HIST,318X,2010.0,46.0,8.5,18.5,4.0
HIST,320X,2016.0,39.0,6.5,17.0,4.0
HIST,321,2014.3333333333333,45.0,5.0,11.333333333333334,2.3333333333333335
HIST,321X,2009.5,42.5,2.5,5.5,1.5
HIST,323,2008.4444444444443,27.0,6.555555555555555,23.444444444444443,5.444444444444445
HIST,325,2011.8181818181818,36.68181818181818,6.7272727272727275,19.59090909090909,4.590909090909091
HIST,327X,2017.0,46.0,2.0,4.0,1.0
HIST,331X,2015.5,31.5,2.5,10.5,2.5
HIST,333,2017.3333333333333,19.333333333333332,3.0,15.333333333333334,3.3333333333333335
HIST,336,2009.888888888889,42.22222222222222,7.555555555555555,18.0,4.0
HIST,337,2011.7777777777778,44.0,6.777777777777778,16.0,3.6666666666666665
HIST,338,2012.3333333333333,50.666666666666664,6.666666666666667,13.333333333333334,3.0
HIST,338X,2005.0,36.0,9.0,25.0,6.0
HIST,339,2010.0,40.5,5.5,14.0,3.0
HIST,339X,2004.0,33.0,2.0,6.0,1.0
HIST,340,2011.3,40.3,6.4,15.5,3.6
HIST,341,2009.6666666666667,40.833333333333336,4.75,11.583333333333334,2.8333333333333335
HIST,345,2004.4285714285713,35.57142857142857,5.428571428571429,14.857142857142858,3.142857142857143
HIST,351,2006.5,87.5,12.5,14.25,3.375
HIST,352,2007.0,102.85714285714286,15.571428571428571,15.285714285714286,3.4285714285714284
HIST,353,2011.0,34.81818181818182,4.818181818181818,13.636363636363637,3.0
HIST,354,2009.142857142857,41.0,2.7142857142857144,6.857142857142857,1.5714285714285714
HIST,355,2012.875,45.5,6.25,13.5,3.125
HIST,356,2013.0,54.083333333333336,6.5,11.333333333333334,2.4166666666666665
HIST,358,2006.0,14.5,5.5,38.0,8.5
HIST,360,2012.3333333333333,55.46666666666667,4.066666666666666,7.2,1.8
HIST,361,2013.0,53.9,4.4,7.3,1.7
HIST,365,2009.888888888889,32.22222222222222,7.222222222222222,23.666666666666668,5.555555555555555
HIST,366,2012.3333333333333,30.0,5.222222222222222,18.22222222222222,4.222222222222222
HIST,367,2014.0,29.75,3.25,8.25,2.0
HIST,370,2016.2222222222222,90.33333333333333,10.11111111111111,11.222222222222221,2.4444444444444446
HIST,371,2006.0,25.0,0.0,0.0,1.0
HIST,371X,2015.0,23.0,2.5,11.5,2.5
HIST,374,2012.4444444444443,14.777777777777779,3.5555555555555554,23.666666666666668,5.555555555555555
HIST,374A,2008.0,20.0,1.0,5.0,1.0
HIST,374B,2008.25,16.25,3.25,19.5,4.0
HIST,376A,2009.0,28.0,2.3333333333333335,8.333333333333334,2.0
HIST,380,2010.25,47.5,5.0,11.25,2.5
HIST,382X,2015.5,5.0,0.5,6.5,2.0
HIST,383,2013.2857142857142,58.42857142857143,4.428571428571429,7.428571428571429,1.5714285714285714
HIST,383X,2006.0,41.5,5.0,12.0,3.0
HIST,384X,2015.0,1.5,0.0,0.0,1.0
HIST,385X,2015.0,8.0,0.0,0.0,1.0
HIST,386,2012.1764705882354,44.64705882352941,7.235294117647059,15.823529411764707,3.6470588235294117
HIST,387X,2017.0,25.0,7.0,28.0,7.0
HIST,388,2006.3333333333333,33.166666666666664,8.166666666666666,24.666666666666668,6.0
HIST,389,2010.9375,66.125,8.75,13.3125,2.875
HIST,390,2011.3636363636363,54.72727272727273,6.818181818181818,12.454545454545455,2.8181818181818183
HIST,391,2011.5,61.0,13.25,20.75,4.75
HIST,391X,2007.0,61.0,10.0,16.0,4.0
HIST,395X,2009.0,12.0,7.0,58.0,10.0
HIST,396A,2012.1666666666667,46.333333333333336,5.166666666666667,10.0,2.5
HIST,396B,2012.3333333333333,47.333333333333336,4.666666666666667,10.0,2.3333333333333335
HIST,396C,2012.75,47.0,6.0,12.25,2.5
HIST,402,2011.076923076923,23.46153846153846,2.3076923076923075,9.76923076923077,2.3076923076923075
HIST,403,2011.6923076923076,27.153846153846153,2.6153846153846154,10.538461538461538,2.3846153846153846
HIST,404,2005.0,22.666666666666668,3.3333333333333335,14.666666666666666,3.3333333333333335
HIST,405,2009.1538461538462,29.384615384615383,5.076923076923077,17.46153846153846,3.8461538461538463
