Department,Course,Year,Total Grades,"D, F, W Grades",% DFW,Difficulty
ARTIS,338H,2010.0,1.0,0.0,0.0,1.0
ARTIS,343,2005.0,12.333333333333334,1.3333333333333333,11.666666666666666,2.6666666666666665
ARTIS,345,2007.0,12.8,1.0,6.6,1.8
ARTIS,346,2011.0,11.5,1.3333333333333333,11.25,3.0
ARTIS,347,2010.3333333333333,12.333333333333334,1.1666666666666667,8.666666666666666,2.25
ARTIS,355X,2012.3333333333333,11.0,1.6666666666666667,13.333333333333334,3.3333333333333335
ARTIS,356,2009.3636363636363,11.818181818181818,0.7272727272727273,7.363636363636363,2.0
ARTIS,357,2009.5,10.666666666666666,1.4166666666666667,14.5,3.8333333333333335
ARTIS,358,2009.6666666666667,11.166666666666666,1.5,13.25,3.0833333333333335
ARTIS,359,2004.5,16.0,3.5,21.0,5.0
ARTIS,360,2015.0,16.5,0.0,0.0,1.0
ARTIS,360X,2011.5,15.5,0.5,5.5,1.5
ARTIS,362,2016.6666666666667,14.0,1.0,6.333333333333333,1.6666666666666667
ARTIS,362X,2014.0,7.0,0.0,0.0,1.0
ARTIS,363,2015.0,13.0,0.0,0.0,1.0
ARTIS,375X,2014.0,7.0,2.0,29.0,7.0
ARTIS,399,2012.0,39.0,1.0,3.923076923076923,1.5384615384615385
ARTIS,407,2008.6153846153845,18.23076923076923,0.9230769230769231,5.153846153846154,1.5384615384615385
ARTIS,407X,2004.3333333333333,17.666666666666668,0.3333333333333333,2.0,1.0
ARTIS,408,2010.5652173913043,15.956521739130435,1.0434782608695652,6.086956521739131,1.6956521739130435
ARTIS,409,2010.25,19.25,0.5,2.5,1.0
ARTIS,409X,2005.1666666666667,25.333333333333332,0.5,1.6666666666666667,1.0
ARTIS,420,2010.5,8.066666666666666,0.26666666666666666,4.1,1.7333333333333334
ARTIS,422,2010.5,6.833333333333333,0.1,1.7,1.3
ARTIS,424,2009.9117647058824,7.882352941176471,0.23529411764705882,2.9705882352941178,1.4705882352941178
ARTIS,429,2012.9,3.9,0.15,3.25,1.65
ARTIS,430,2010.8461538461538,8.692307692307692,0.8846153846153846,10.153846153846153,2.6923076923076925
ARTIS,431X,2017.0,12.0,0.0,0.0,1.0
ARTIS,432,2018.0,12.0,0.0,0.0,1.0
ARTIS,432X,2016.5,16.5,1.0,6.5,2.0
ARTIS,438,2009.923076923077,5.769230769230769,0.358974358974359,4.256410256410256,1.7435897435897436
ARTIS,447,2013.2,2.4,0.0,0.0,1.0
ARTIS,448,2015.5,7.166666666666667,0.5,7.166666666666667,2.5
ARTIS,448X,2011.5,5.0,0.0,0.0,1.0
ARTIS,458,2012.8461538461538,3.1538461538461537,0.15384615384615385,2.230769230769231,1.4615384615384615
ARTIS,461X,2017.0,1.0,0.0,0.0,1.0
ARTIS,462X,2017.5,9.5,0.5,3.5,1.0
ARTIS,473,2017.0,16.0,1.0,6.0,1.0
ARTIS,473X,2015.0,13.0,0.0,0.0,1.0
ARTIS,475X,2016.5,9.0,1.5,16.5,3.5
ARTIS,482,2011.75,13.25,0.5625,4.8125,1.4375
ARTIS,484X,2006.0,13.0,0.0,0.0,1.0
ARTIS,490B,2011.1904761904761,1.6666666666666667,0.14285714285714285,14.285714285714286,2.2857142857142856
ARTIS,490C,2009.92,4.44,0.12,2.12,1.4
ARTIS,490D,2009.5882352941176,2.9705882352941178,0.14705882352941177,3.235294117647059,1.588235294117647
ARTIS,490E,2009.608695652174,2.130434782608696,0.30434782608695654,16.91304347826087,3.260869565217391
ARTIS,490F,2008.875,1.375,0.0,0.0,1.0
ARTIS,490G,2010.225806451613,2.064516129032258,0.0967741935483871,5.903225806451613,1.7741935483870968
ARTIS,490H,2010.3,2.1,0.0,0.0,1.0
ARTIS,490I,2009.65625,4.875,0.53125,5.65625,1.75
ARTIS,490J,2009.12,3.96,0.16,10.64,2.2
ARTIS,490K,2009.875,1.9375,0.1875,6.75,2.25
ARTIS,490L,2009.6,2.56,0.08,5.32,1.6
ARTIS,490M,2008.9565217391305,1.8695652173913044,0.08695652173913043,8.695652173913043,1.7826086956521738
ARTIS,491X,2015.0,1.0,0.0,0.0,1.0
ARTIS,493D,2005.0,7.2,0.2,2.2,1.2
ARTIS,493G,2009.0,7.333333333333333,0.0,0.0,1.0
ARTIS,493I,2013.6,8.2,0.0,0.0,1.0
ARTIS,493J,2007.0,12.0,0.0,0.0,1.0
ARTIS,493L,2007.0,6.0,0.0,0.0,1.0
ARTIS,494,2017.0,5.0,0.3333333333333333,16.666666666666668,4.0
ARTIS,497,2016.5,12.333333333333334,0.3333333333333333,3.0,1.3333333333333333
ARTIS,499,2012.0,41.30769230769231,1.6153846153846154,4.076923076923077,1.1538461538461537
ASL,101,2017.0,69.4,8.0,13.6,3.2
ASL,102,2017.5,46.75,4.0,6.5,1.75
ASL,105,2015.0,71.25,13.25,17.25,4.0
ASL,106,2015.5,41.25,6.75,15.75,3.75
ASL,107,2017.0,45.0,3.0,7.0,1.0
ASL,107X,2016.0,33.75,4.5,13.75,3.0
ASL,201,2016.5,14.0,1.5,10.5,2.5
ASL,202,2017.5,8.0,0.0,0.0,1.0
ASL,205,2014.5,16.0,1.0,7.0,2.0
ASL,206,2015.5,5.0,0.0,0.0,1.0
ASL,275,2016.25,18.75,1.75,8.0,2.25
ASL,305X,2015.5,9.0,0.0,0.0,1.0
ASL,325X,2016.0,9.0,0.5,4.5,1.5
ASL,350X,2016.0,5.0,0.0,0.0,1.0
ASL,490,2015.75,2.5,0.0,0.0,1.0
AST,103,2006.0,42.0,6.0,14.0,3.0
AST,103X,2005.0,16.0,0.0,0.0,1.0
AST,110,2004.0,20.333333333333332,1.3333333333333333,6.0,1.6666666666666667
AST,115,2004.5,41.833333333333336,3.1666666666666665,9.0,2.0
AST,120,2004.25,20.625,2.75,10.625,2.5
AST,130,2006.0,4.0,0.0,0.0,1.0
AST,203,2006.0,21.0,2.0,10.0,2.0
AST,210,2004.0,55.333333333333336,3.0,5.666666666666667,1.0
AST,215,2004.0,23.666666666666668,1.0,3.0,1.3333333333333333
AST,297,2004.0,8.0,0.0,0.0,1.0
AST,303,2006.0,10.0,2.0,20.0,5.0
AST,324,2005.0,39.666666666666664,1.3333333333333333,4.666666666666667,1.3333333333333333
AST,330,2005.0,35.666666666666664,3.0,9.0,2.0
AST,331X,2003.0,10.0,0.0,0.0,1.0
AST,333,2004.0,20.333333333333332,0.3333333333333333,1.6666666666666667,1.0
AST,335,2004.0,27.666666666666668,1.0,4.0,1.0
AST,337,2005.0,31.0,10.0,33.0,7.666666666666667
AST,358,2003.6666666666667,17.0,1.3333333333333333,7.666666666666667,1.3333333333333333
AST,360,2004.0,45.333333333333336,8.333333333333334,18.0,4.0
AST,362,2005.0,43.666666666666664,1.3333333333333333,2.6666666666666665,1.0
AST,372X,2005.5,13.0,1.5,7.0,2.0
AST,373,2004.0,38.0,1.6666666666666667,4.666666666666667,1.3333333333333333
AST,399,2005.5,7.5,0.5,4.0,1.5
AST,403,2004.0,33.0,0.6666666666666666,3.0,1.3333333333333333
AST,425,2004.0,23.666666666666668,1.6666666666666667,7.0,2.0
AST,433,2006.0,2.0,0.0,0.0,1.0
AST,433X,2005.0,4.0,0.0,0.0,1.0
AST,435,2004.0,22.0,0.6666666666666666,2.6666666666666665,1.3333333333333333
AST,460,2005.5,15.5,0.0,0.0,1.0
AST,475,2005.0,17.0,4.0,23.5,5.5
AST,476,2005.0,13.0,0.0,0.0,1.0
AST,490A,2006.0,1.0,1.0,100.0,10.0
AST,490C,2004.75,2.75,0.0,0.0,1.0
AST,490E,2006.0,1.0,0.0,0.0,1.0
AST,490G,2004.5,4.25,0.0,0.0,1.0
AST,490I,2004.0,1.0,0.0,0.0,1.0
AST,490L,2006.0,1.0,0.0,0.0,1.0
AST,490M,2004.0,1.5,0.25,12.5,3.25
AST,490S,2004.6,1.4,0.0,0.0,1.0
AST,490T,2005.0,7.0,0.0,0.0,1.0
AST,493J,2004.5,3.5,0.0,0.0,1.0
AST,493L,2003.5,3.5,0.5,12.5,3.5
AST,496,2004.0,27.666666666666668,0.6666666666666666,2.0,1.0
AST,497,2006.0,36.0,0.0,0.0,1.0
ASTRO,102,2011.5,29.210526315789473,9.842105263157896,33.81578947368421,7.815789473684211
ASTRO,102X,2004.0,17.5,2.5,14.5,3.25
ASTRO,103,2012.5,24.96875,6.90625,28.78125,6.46875
ASTRO,103X,2005.3,13.1,2.0,13.8,3.3
ASTRO,106,2015.0,54.0,5.0,9.916666666666666,2.3333333333333335
ASTRO,106L,2014.5,48.142857142857146,4.428571428571429,11.0,2.4285714285714284
ASTRO,106X,2011.5,14.5,5.0,34.0,7.5
ASTRO,120,2010.7272727272727,137.47727272727272,37.40909090909091,24.954545454545453,5.75
ASTRO,125L,2009.24,30.36,6.08,20.0,4.68
ASTRO,150,2010.5,97.73333333333333,30.333333333333332,31.466666666666665,7.1
ASTRO,250,2010.642857142857,23.785714285714285,3.357142857142857,14.142857142857142,3.357142857142857
ASTRO,290,2010.5,1.5,0.5,50.0,5.5
ASTRO,342,2010.0,31.533333333333335,3.8666666666666667,11.666666666666666,2.6666666666666665
ASTRO,344L,2010.0,14.066666666666666,1.0666666666666667,7.066666666666666,2.1333333333333333
ASTRO,346,2011.0,31.066666666666666,5.333333333333333,18.733333333333334,4.4
ASTRO,405,2009.7,5.1,0.5,12.5,2.8
ASTRO,450,2013.1818181818182,1.9090909090909092,0.0,0.0,1.0
ASTRO,450L,2013.5,1.0,0.0,0.0,1.0
ASTRO,490,2012.090909090909,1.4545454545454546,0.09090909090909091,4.545454545454546,1.8181818181818181
ATH,101B,2011.0,11.933333333333334,0.0,0.0,1.0
ATH,101C,2011.0,11.733333333333333,0.0,0.0,1.0
ATH,101D,2010.0,16.2,0.13333333333333333,0.8666666666666667,1.1333333333333333
ATH,101E,2010.0,17.0,0.06666666666666667,0.4,1.0
ATH,101F,2010.0,110.93333333333334,3.2666666666666666,3.066666666666667,1.0666666666666667
ATH,101G,2011.0,9.0,0.13333333333333333,1.6666666666666667,1.3333333333333333
ATH,101J,2011.0,15.0,0.26666666666666666,1.6666666666666667,1.1333333333333333
ATH,101K,2011.0,18.8,0.13333333333333333,0.6666666666666666,1.0
ATH,101M,2011.0,26.466666666666665,0.0,0.0,1.0
ATH,101O,2011.0,8.466666666666667,0.06666666666666667,0.6666666666666666,1.0666666666666667
ATH,101P,2011.0,25.133333333333333,0.06666666666666667,0.4,1.0
ATH,101Q,2011.0,19.666666666666668,0.0,0.0,1.0
ATH,101R,2010.0,14.533333333333333,0.0,0.0,1.0
ATH,101S,2011.0,30.266666666666666,0.26666666666666666,0.8666666666666667,1.0
ATH,101T,2011.0,7.2,0.0,0.0,1.0
ATH,101U,2010.0,24.466666666666665,0.2,0.9333333333333333,1.0
B M E,220,2017.0,44.0,4.333333333333333,9.666666666666666,2.0
B M E,341,2016.5,9.5,1.0,10.5,2.0
B M E,440,2016.0,2.3333333333333335,0.0,0.0,1.0
B M E,450X,2016.5,5.5,0.0,0.0,1.0
B M E,456,2016.0,8.666666666666666,1.3333333333333333,13.333333333333334,3.3333333333333335
B M E,490,2017.0,1.8571428571428572,0.0,0.0,1.0
B M S,490,2003.0,1.0,0.0,0.0,1.0
BBMB,101,2010.0,52.733333333333334,4.533333333333333,8.733333333333333,1.8666666666666667
BBMB,102,2011.0,44.733333333333334,4.0,9.0,2.0
BBMB,110X,2016.5,57.5,3.0,5.0,1.0
BBMB,111X,2017.5,30.5,0.5,1.5,1.0
BBMB,120,2017.0,34.0,4.0,12.0,3.0
BBMB,120L,2017.0,6.0,0.0,0.0,1.0
BBMB,120X,2015.0,22.666666666666668,1.6666666666666667,6.333333333333333,2.0
BBMB,121X,2017.0,17.333333333333332,2.3333333333333335,10.333333333333334,2.6666666666666665
BBMB,133X,2004.5,4.5,0.5,12.5,3.5
BBMB,201,2013.0,30.818181818181817,1.5454545454545454,4.7272727272727275,1.4545454545454546
BBMB,212X,2017.5,4.0,0.0,0.0,1.0
BBMB,221,2010.6,92.0,22.16,23.32,5.36
BBMB,301,2010.5,120.76086956521739,20.891304347826086,17.217391304347824,3.9782608695652173
BBMB,303X,2017.0,83.0,20.0,24.0,6.0
BBMB,311,2006.0,10.571428571428571,0.2857142857142857,2.4285714285714284,1.2857142857142858
BBMB,316,2014.8,72.8,7.15,9.55,2.05
BBMB,316X,2009.8,51.2,8.0,15.6,3.4
BBMB,404,2010.953488372093,66.53488372093024,9.093023255813954,14.581395348837209,3.2790697674418605
BBMB,405,2010.8181818181818,35.5,5.4772727272727275,19.386363636363637,4.090909090909091
BBMB,411,2010.0,29.133333333333333,1.8666666666666667,6.733333333333333,1.6666666666666667
BBMB,412X,2009.5,8.5,0.5,5.5,1.5
BBMB,420,2011.5652173913043,7.826086956521739,1.0434782608695652,12.565217391304348,3.1739130434782608
BBMB,451,2006.0,1.8,0.8,35.0,4.6
BBMB,461,2011.0,23.0,1.0,4.4,1.4
BBMB,490,2009.12,7.4,0.04,4.0,1.36
BBMB,490H,2009.25,1.4375,0.0,0.0,1.0
BBMB,499,2010.5333333333333,10.11111111111111,0.15555555555555556,3.2,1.488888888888889
BCB,444,2010.0,2.0,0.2,20.0,2.8
BCB,444X,2005.5,1.0,0.0,0.0,1.0
BCBIO,110,2012.875,6.25,0.5,8.75,2.625
BCBIO,110X,2008.0,6.0,0.0,0.0,1.0
BCBIO,211,2011.0,8.0,1.3333333333333333,14.0,3.3333333333333335
BCBIO,211X,2009.0,14.0,3.0,21.0,5.0
BCBIO,322,2016.5,12.0,0.5,3.0,1.0
BCBIO,322X,2015.0,8.0,1.0,13.0,3.0
BCBIO,401,2010.0,3.0,0.0,0.0,1.0
BCBIO,402,2015.0,3.6666666666666665,0.6666666666666666,21.333333333333332,4.666666666666667
BCBIO,442A,2010.0,5.5,0.0,0.0,1.0
BCBIO,442B,2010.0,4.0,0.0,0.0,1.0
BCBIO,442C,2010.0,4.0,0.0,0.0,1.0
BCBIO,442D,2009.0,2.0,0.0,0.0,1.0
BCBIO,444,2015.0,4.2,0.6,14.6,4.0
BCBIO,490,2013.7058823529412,1.588235294117647,0.11764705882352941,5.882352941176471,2.0588235294117645
BCBIO,491,2012.6666666666667,6.333333333333333,1.3333333333333333,9.0,2.6666666666666665
BIOE,201,2010.5,18.5,6.5,35.0,8.0
BIOE,201X,2009.0,36.0,8.0,22.0,5.0
BIOE,202,2009.5,15.5,3.5,24.5,5.5
BIOE,220,2014.5,30.5,2.0,7.5,2.0
BIOE,220X,2013.0,26.0,5.0,19.0,4.0
BIOE,341,2012.3333333333333,9.666666666666666,0.0,0.0,1.0
BIOE,341L,2011.0,8.5,0.5,6.5,2.0
BIOE,352,2009.0,8.0,2.0,25.0,6.0
BIOE,411,2011.8,1.6,0.2,20.0,2.8
BIOE,440,2013.5,2.0,0.5,25.0,5.5
BIOE,450,2010.0,12.0,0.0,0.0,1.0
BIOE,450L,2010.0,11.0,0.0,0.0,1.0
BIOE,456,2013.5,5.5,1.5,27.0,6.5
BIOL,101,2011.6666666666667,358.5128205128205,102.0,29.025641025641026,6.743589743589744
BIOL,102,2003.5,117.0,0.5,0.5,1.0
BIOL,109,2004.0,276.85714285714283,85.0,29.0,6.571428571428571
BIOL,110,2012.0,142.54545454545453,8.090909090909092,5.909090909090909,1.2727272727272727
BIOL,111,2012.8235294117646,128.76470588235293,1.4705882352941178,1.411764705882353,1.0588235294117647
BIOL,123,2004.0,80.57142857142857,21.571428571428573,23.571428571428573,5.428571428571429
BIOL,131X,2005.0,9.0,0.0,0.0,1.0
BIOL,133X,2004.5,47.0,7.0,14.5,3.5
BIOL,155,2011.578947368421,151.60526315789474,36.473684210526315,24.605263157894736,5.684210526315789
BIOL,165,2008.0,26.5,1.25,3.0,1.0
BIOL,173,2011.6666666666667,57.794871794871796,12.102564102564102,19.82051282051282,4.641025641025641
BIOL,201,2009.9166666666667,221.58333333333334,64.16666666666667,28.75,6.583333333333333
BIOL,201L,2004.0,448.25,86.0,20.75,4.75
BIOL,202,2004.0,425.5,93.75,23.0,5.25
BIOL,202L,2004.0,313.0,35.0,11.75,2.5
BIOL,204,2013.0,39.0,8.727272727272727,22.454545454545453,5.2727272727272725
BIOL,211,2011.6666666666667,595.0,152.2051282051282,27.076923076923077,6.256410256410256
BIOL,211L,2011.5,677.2692307692307,118.3076923076923,17.384615384615383,4.0
BIOL,212,2012.057142857143,464.0285714285714,88.34285714285714,19.34285714285714,4.428571428571429
BIOL,212L,2011.5,499.53846153846155,68.38461538461539,14.5,3.230769230769231
BIOL,251,2016.5,12.25,1.5,9.25,2.5
BIOL,255,2012.2272727272727,322.09090909090907,54.90909090909091,18.227272727272727,4.2272727272727275
BIOL,255L,2011.952380952381,283.3333333333333,34.80952380952381,11.333333333333334,2.5238095238095237
BIOL,256,2012.9375,346.4375,53.625,16.75,3.9375
BIOL,256L,2012.0,357.3076923076923,15.76923076923077,4.615384615384615,1.0769230769230769
BIOL,258,2011.1666666666667,17.333333333333332,1.6666666666666667,9.666666666666666,2.3333333333333335
BIOL,265,2006.0,24.0,1.5,7.0,1.75
BIOL,301,2004.0,116.28571428571429,21.714285714285715,20.0,4.571428571428571
BIOL,301L,2004.0,112.75,12.5,15.25,3.5
BIOL,302,2004.0,132.25,28.75,22.5,5.25
BIOL,302L,2004.0,90.0,7.25,9.0,2.0
BIOL,303,2004.0,83.25,7.25,8.5,1.75
BIOL,304,2006.5,45.5,6.5,14.5,3.5
BIOL,306,2013.0,76.71428571428571,5.714285714285714,7.714285714285714,1.7142857142857142
BIOL,306X,2008.0,28.666666666666668,3.3333333333333335,13.333333333333334,3.0
BIOL,307,2011.0,12.857142857142858,1.4285714285714286,11.142857142857142,2.4285714285714284
BIOL,312,2010.258064516129,93.7741935483871,13.580645161290322,12.67741935483871,2.838709677419355
BIOL,313,2011.6666666666667,181.10256410256412,35.41025641025641,22.71794871794872,5.205128205128205
BIOL,313L,2011.448275862069,128.20689655172413,6.758620689655173,5.344827586206897,1.3793103448275863
BIOL,314,2011.5,164.3846153846154,26.0,15.961538461538462,3.576923076923077
BIOL,314L,2007.0,85.375,3.875,5.0,1.125
BIOL,315,2012.142857142857,88.34285714285714,9.657142857142857,12.485714285714286,3.0
BIOL,322,2016.5,11.5,2.5,22.5,5.0
BIOL,328,2013.375,45.375,4.375,10.625,2.375
BIOL,328X,2007.5,25.0,5.5,22.0,5.0
BIOL,330,2012.0,15.666666666666666,4.0,26.333333333333332,6.333333333333333
BIOL,330A,2007.0,7.5,1.5,21.5,5.0
BIOL,330B,2006.0,1.0,0.0,0.0,1.0
BIOL,334,2017.5,76.5,10.0,13.0,3.0
BIOL,335,2010.642857142857,38.57142857142857,3.9285714285714284,11.285714285714286,2.642857142857143
BIOL,336,2010.75,26.0,4.5,18.0,4.0
BIOL,336X,2007.0,22.333333333333332,3.6666666666666665,16.666666666666668,3.6666666666666665
BIOL,344,2017.5,43.0,3.0,7.0,1.5
BIOL,349,2017.5,7.5,0.5,8.5,2.5
BIOL,349X,2014.0,9.333333333333334,2.0,18.333333333333332,4.333333333333333
BIOL,350,2015.0,79.2,6.2,9.0,2.0
BIOL,350X,2011.5,46.0,12.0,25.5,6.0
BIOL,351,2012.0,49.38461538461539,8.384615384615385,16.153846153846153,3.6923076923076925
BIOL,352,2010.75,29.0,4.5,14.875,3.5
BIOL,353,2011.5454545454545,20.272727272727273,2.6363636363636362,14.181818181818182,3.3636363636363638
BIOL,354,2011.0,105.0,10.076923076923077,10.461538461538462,2.3076923076923075
BIOL,354L,2011.0833333333333,25.0,2.25,10.25,2.5
BIOL,355,2012.0,93.84615384615384,3.769230769230769,4.076923076923077,1.0769230769230769
BIOL,356,2011.0,14.23076923076923,0.6153846153846154,4.461538461538462,1.3076923076923077
BIOL,357X,2016.5,30.5,5.0,17.0,4.0
BIOL,358X,2015.0,9.0,0.0,0.0,1.0
BIOL,364,2011.0,19.76923076923077,2.0,10.538461538461538,2.5384615384615383
BIOL,365,2011.0,52.15384615384615,8.538461538461538,16.692307692307693,3.6923076923076925
BIOL,366,2012.0,54.61538461538461,6.230769230769231,12.153846153846153,2.6923076923076925
BIOL,370,2017.0,6.0,0.25,2.0,1.25
BIOL,370X,2014.5,3.0,0.125,12.5,2.125
BIOL,371,2011.3076923076924,3.8461538461538463,0.46153846153846156,13.384615384615385,2.8461538461538463
BIOL,374,2004.5,20.5,1.0,5.0,1.0
BIOL,381,2011.1666666666667,4.0,0.4166666666666667,14.083333333333334,2.75
BIOL,382,2014.0,1.4285714285714286,0.0,0.0,1.0
BIOL,393A,2010.5,7.25,0.0625,0.875,1.125
BIOL,393B,2011.0,6.933333333333334,0.06666666666666667,0.9333333333333333,1.1333333333333333
BIOL,394A,2010.0,19.583333333333332,0.0,0.0,1.0
BIOL,394B,2009.2941176470588,14.941176470588236,0.0,0.0,1.0
BIOL,402,2016.6,67.6,3.4,4.2,1.0
BIOL,402X,2013.5,38.5,3.5,9.0,2.0
BIOL,414,2015.6666666666667,7.666666666666667,1.0,11.0,3.0
BIOL,423,2012.0,41.38461538461539,2.230769230769231,5.6923076923076925,1.5384615384615385
BIOL,423L,2012.0,23.76923076923077,0.46153846153846156,3.4615384615384617,1.3846153846153846
BIOL,428,2009.0,7.0,1.0,13.4,3.8
BIOL,433,2004.5,3.0,1.0,37.5,8.0
BIOL,433L,2004.5,1.5,1.0,50.0,5.5
BIOL,434,2009.1666666666667,16.0,0.6666666666666666,4.5,1.5
BIOL,436,2011.0,21.307692307692307,7.769230769230769,36.15384615384615,8.23076923076923
BIOL,439,2006.0,3.0,0.0,0.0,1.0
BIOL,444,2012.0,2.272727272727273,0.36363636363636365,15.090909090909092,3.727272727272727
BIOL,444X,2006.0,2.0,0.0,0.0,1.0
BIOL,451,2014.75,7.0,0.75,13.5,3.75
BIOL,451X,2011.3333333333333,5.0,0.3333333333333333,3.3333333333333335,1.3333333333333333
BIOL,454,2011.5714285714287,10.142857142857142,1.2857142857142858,18.0,4.0
BIOL,455,2014.0,13.11111111111111,0.3333333333333333,3.2222222222222223,1.3333333333333333
BIOL,455X,2008.0,9.666666666666666,0.3333333333333333,4.333333333333333,1.6666666666666667
BIOL,456,2011.0,9.153846153846153,0.5384615384615384,7.0,2.1538461538461537
BIOL,457,2012.5,16.5,0.6,3.7,1.5
BIOL,457L,2015.5,7.25,0.5,5.5,1.5
BIOL,458,2013.0,8.272727272727273,1.6363636363636365,16.545454545454547,4.090909090909091
BIOL,458L,2016.0,4.0,0.8,20.8,5.0
BIOL,458X,2007.0,1.0,0.0,0.0,1.0
BIOL,459,2013.0,13.727272727272727,0.6363636363636364,4.636363636363637,1.4545454545454546
BIOL,459L,2016.0,11.4,0.2,2.2,1.2
BIOL,462,2011.6153846153845,6.769230769230769,0.8461538461538461,10.692307692307692,2.8461538461538463
BIOL,465,2008.6666666666667,2.6666666666666665,0.0,0.0,1.0
BIOL,465X,2018.0,8.0,3.0,38.0,9.0
BIOL,471,2013.0,17.25,1.75,9.75,2.75
BIOL,471X,2007.0,13.0,0.5,3.5,1.0
BIOL,472,2012.0,16.76923076923077,4.923076923076923,28.76923076923077,6.615384615384615
BIOL,474,2012.0,20.076923076923077,4.230769230769231,20.153846153846153,4.6923076923076925
BIOL,476,2013.0,5.2,0.6,16.0,3.8
BIOL,482,2012.0,1.0,0.0,0.0,1.0
BIOL,483X,2017.0,3.0,0.0,0.0,1.0
BIOL,484,2014.0,9.333333333333334,1.0,7.666666666666667,2.5
BIOL,486,2011.7894736842106,12.421052631578947,3.526315789473684,26.736842105263158,6.052631578947368
BIOL,486L,2011.6,5.133333333333334,1.2666666666666666,24.333333333333332,5.733333333333333
BIOL,487,2013.8333333333333,5.833333333333333,0.3333333333333333,3.3333333333333335,1.3333333333333333
BIOL,488,2011.6666666666667,10.296296296296296,1.1111111111111112,12.148148148148149,3.111111111111111
BIOL,489,2011.5,3.0,1.25,33.75,6.75
BIOL,490,2015.75,5.833333333333333,0.16666666666666666,5.083333333333333,1.8333333333333333
BIOL,490H,2014.7272727272727,2.8181818181818183,0.0,0.0,1.0
BIOL,490R,2008.0,19.06451612903226,0.3225806451612903,3.064516129032258,1.4516129032258065
BIOL,490U,2005.2,9.9,0.0,0.0,1.0
BIOL,491,2012.4,43.64,0.4,1.44,1.08
BIOL,492,2015.0,6.8,0.2,3.4,1.6
BIOL,494,2010.8157894736842,7.368421052631579,0.07894736842105263,0.6052631578947368,1.0526315789473684
BIOL,495,2010.6538461538462,16.076923076923077,0.3076923076923077,1.3076923076923077,1.1538461538461537
BIOL,499,2015.6666666666667,32.2,0.6,2.4,1.2666666666666666
BOT,202,2003.8,45.8,2.6,4.0,1.0
BOT,303,2004.5,2.0,1.5,83.5,10.0
BOT,304,2004.5,83.0,7.0,9.0,2.0
BOT,306,2004.5,48.5,13.5,28.5,7.0
BOT,308,2003.0,11.0,2.0,18.0,4.0
BOT,312,2004.0,1.75,0.25,25.0,3.25
BOT,320,2004.5,13.5,2.5,18.0,4.0
BOT,321A,2004.5,4.0,0.5,8.5,2.5
BOT,321B,2004.5,2.5,0.0,0.0,1.0
BOT,330,2003.5,5.5,0.5,12.5,3.5
BOT,340,2004.5,44.0,6.0,13.5,3.0
BOT,356,2003.5,38.5,1.0,2.5,1.0
BOT,404,2003.5,10.5,0.5,4.5,1.5
BOT,410,2004.0,1.0,1.0,100.0,10.0
BOT,411,2004.0,2.0,1.0,50.0,10.0
BOT,484,2004.5,16.5,4.5,23.0,5.5
BOT,490A,2004.5,1.0,0.0,0.0,1.0
BOT,490B,2003.0,1.0,0.0,0.0,1.0
BOT,490D,2004.0,1.0,0.0,0.0,1.0
BOT,490E,2004.0,1.0,0.0,0.0,1.0
BOT,490F,2004.0,1.0,0.0,0.0,1.0
BPM I,323,2012.0,20.0,0.8181818181818182,3.909090909090909,1.1818181818181819
BPM I,326,2010.7333333333333,14.933333333333334,0.5333333333333333,3.2,1.3333333333333333
BPM I,327,2009.6363636363637,14.909090909090908,1.0909090909090908,7.7272727272727275,2.0
BPM I,336,2004.5,12.5,0.75,5.75,1.75
BPM I,337,2011.0,13.333333333333334,0.26666666666666666,1.7333333333333334,1.0666666666666667
BPM I,395,2010.2727272727273,15.909090909090908,0.8181818181818182,5.090909090909091,1.4545454545454546
BPM I,490,2009.892857142857,2.4642857142857144,0.07142857142857142,1.1071428571428572,1.1785714285714286
BPM I,491X,2017.5,13.0,1.5,11.0,2.5
BPM I,494,2008.25,12.833333333333334,1.25,9.083333333333334,2.25
BPM I,497,2011.0833333333333,4.777777777777778,0.027777777777777776,2.7777777777777777,1.25
BSE,110,2012.5,27.5,1.5,4.25,1.25
BSE,160X,2014.0,7.0,0.0,0.0,1.0
BSE,170,2012.5,13.333333333333334,1.0,6.5,1.8333333333333333
BSE,170X,2010.5,12.5,3.5,15.0,4.0
BSE,201,2012.0,6.625,0.0,0.0,1.0
BSE,216,2011.75,16.75,2.25,11.75,2.75
BSE,218,2013.0,11.666666666666666,0.3333333333333333,5.666666666666667,2.0
BSE,316,2011.5,7.5,0.25,5.0,2.0
BSE,325,2011.6666666666667,3.3333333333333335,0.3333333333333333,4.333333333333333,1.6666666666666667
BSE,380,2012.5,11.75,0.5,4.25,1.75
BSE,388,2013.0,1.0,1.0,100.0,10.0
BSE,403,2012.0,1.5,0.0,0.0,1.0
BSE,411,2010.5,1.0,0.0,0.0,1.0
BSE,415,2012.5,2.6666666666666665,0.0,0.0,1.0
BSE,416,2012.5,2.8333333333333335,0.16666666666666666,5.5,2.0
BSE,469,2012.6666666666667,1.0,0.0,0.0,1.0
BSE,480,2012.0,9.0,0.0,0.0,1.0
BSE,490B,2013.25,1.25,0.0,0.0,1.0
