College,Major,Class,Difficulty
ENGR,Industrial Engineering- B.S.,I E 361,1.3
ENGR,Industrial Engineering- B.S.,I E 413,1.3333333333333333
ENGR,Industrial Engineering- B.S.,I E 441,1.0666666666666669
ENGR,Industrial Engineering- B.S.,I E 448,4.0
ENGR,Industrial Engineering- B.S.,MAT E 273,4.2631578947368425
ENGR,Industrial Engineering- B.S.,E M 274,5.173913043478262
ENGR,Industrial Engineering- B.S.,E E 442,1.2333333333333334
ENGR,Industrial Engineering- B.S.,M E 231,4.0
ENGR,Industrial Engineering- B.S.,I E 101,0
ENGR,Industrial Engineering- B.S.,I E 148,5.4
ENGR,Industrial Engineering- B.S.,MATH 165,7.826086956521738
ENGR,Industrial Engineering- B.S.,PHYS 221,7.304347826086956
ENGR,Industrial Engineering- B.S.,CHEM 167,5.7333333333333325
ENGR,Industrial Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Industrial Engineering- B.S.,ENGR 101,0
ENGR,Industrial Engineering- B.S.,I E 101,0
ENGR,Industrial Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Industrial Engineering- B.S.,MATH 265,5.239130434782608
ENGR,Industrial Engineering- B.S.,MATH 267,4.521739130434782
ENGR,Industrial Engineering- B.S.,I E 248,3.2
ENGR,Industrial Engineering- B.S.,STAT 231,3.2333333333333334
ENGR,Industrial Engineering- B.S.,MAT E 273,4.2631578947368425
ENGR,Industrial Engineering- B.S.,I E 222,1.5
ENGR,Industrial Engineering- B.S.,PHYS 222,4.891304347826087
ENGR,Industrial Engineering- B.S.,I E 271,1.7333333333333334
ENGR,Industrial Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Industrial Engineering- B.S.,I E 305,4.3478260869565215
ENGR,Industrial Engineering- B.S.,I E 341,1.4666666666666666
ENGR,Industrial Engineering- B.S.,I E 312,1.6
ENGR,Industrial Engineering- B.S.,I E 348,2.533333333333333
ENGR,Industrial Engineering- B.S.,SP CM 212,1.3695652173913044
ENGR,Industrial Engineering- B.S.,I E 361,1.3
ENGR,Industrial Engineering- B.S.,E M 274,5.173913043478262
ENGR,Industrial Engineering- B.S.,E E 442,1.2333333333333334
ENGR,Industrial Engineering- B.S.,I E 413,1.3333333333333333
ENGR,Industrial Engineering- B.S.,ENGL 314,1.065217391304348
ENGR,Industrial Engineering- B.S.,I E 441,1.0666666666666669
ENGR,Industrial Engineering- B.S.,M E 231,4.0
ENGR,Industrial Engineering- B.S.,I E 448,4.0
ENGR,Materials Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Materials Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Materials Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Materials Engineering- B.S.,ENGL 302,1.1304347826086956
ENGR,Materials Engineering- B.S.,ENGL 309,2.1666666666666665
ENGR,Materials Engineering- B.S.,ENGL 314,1.065217391304348
ENGR,Materials Engineering- B.S.,JL MC 347,3.5217391304347827
ENGR,Materials Engineering- B.S.,CHEM 177,5.413043478260869
ENGR,Materials Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Materials Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Materials Engineering- B.S.,ENGR 101,0
ENGR,Materials Engineering- B.S.,ENGR 160,5.0285714285714285
ENGR,Materials Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Materials Engineering- B.S.,MATH 165,7.826086956521738
ENGR,Materials Engineering- B.S.,MATH 166,6.586956521739131
ENGR,Materials Engineering- B.S.,PHYS 221,7.304347826086956
ENGR,Materials Engineering- B.S.,CHEM 178,3.7105263157894735
ENGR,Materials Engineering- B.S.,MATH 265,5.239130434782608
ENGR,Materials Engineering- B.S.,MATH 267,4.521739130434782
ENGR,Materials Engineering- B.S.,PHYS 222,4.891304347826087
ENGR,Materials Engineering- B.S.,MAT E 214,2.3684210526315788
ENGR,Materials Engineering- B.S.,MAT E 215,3.1428571428571432
ENGR,Materials Engineering- B.S.,MAT E 216,4.714285714285714
ENGR,Materials Engineering- B.S.,MAT E 311,3.928571428571429
ENGR,Materials Engineering- B.S.,MAT E 314,2.0
ENGR,Materials Engineering- B.S.,MAT E 317,2.7777777777777777
ENGR,Materials Engineering- B.S.,MAT E 319,0
ENGR,Materials Engineering- B.S.,MAT E 413,1.0
ENGR,Materials Engineering- B.S.,MAT E 414,1.0
ENGR,Materials Engineering- B.S.,MAT E 418,1.9285714285714288
ENGR,Materials Engineering- B.S.,MAT E 321,2.933333333333333
ENGR,Materials Engineering- B.S.,MAT E 322,1.8666666666666667
ENGR,Materials Engineering- B.S.,MAT E 425,1.375
ENGR,Materials Engineering- B.S.,MAT E 433,2.6
ENGR,Materials Engineering- B.S.,MAT E 341,1.5555555555555556
ENGR,Materials Engineering- B.S.,MAT E 342,1.4615384615384617
ENGR,Materials Engineering- B.S.,MAT E 443,1.5
ENGR,Materials Engineering- B.S.,MAT E 444,1.4375
ENGR,Materials Engineering- B.S.,MAT E 350,0
ENGR,Materials Engineering- B.S.,MAT E 351,1.7647058823529411
ENGR,Materials Engineering- B.S.,MAT E 453,1.0
ENGR,Materials Engineering- B.S.,MAT E 454,1.6
ENGR,Materials Engineering- B.S.,STAT 305,2.8260869565217392
ENGR,Materials Engineering- B.S.,MAT E 301,0
ENGR,Materials Engineering- B.S.,CHEM 177,5.413043478260869
ENGR,Materials Engineering- B.S.,CHEM 178,3.7105263157894735
ENGR,Materials Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Materials Engineering- B.S.,MATH 166,6.586956521739131
ENGR,Materials Engineering- B.S.,ENGR 101,0
ENGR,Materials Engineering- B.S.,ENGR 160,5.0285714285714285
ENGR,Materials Engineering- B.S.,MATH 165,7.826086956521738
ENGR,Materials Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Materials Engineering- B.S.,MATH 265,5.239130434782608
ENGR,Materials Engineering- B.S.,MATH 267,4.521739130434782
ENGR,Materials Engineering- B.S.,MAT E 215,3.1428571428571432
ENGR,Materials Engineering- B.S.,MAT E 214,2.3684210526315788
ENGR,Materials Engineering- B.S.,PHYS 221,7.304347826086956
ENGR,Materials Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Materials Engineering- B.S.,PHYS 222,4.891304347826087
ENGR,Materials Engineering- B.S.,MAT E 311,3.928571428571429
ENGR,Materials Engineering- B.S.,MAT E 301,0
ENGR,Materials Engineering- B.S.,MAT E 317,2.7777777777777777
ENGR,Materials Engineering- B.S.,MAT E 314,2.0
ENGR,Materials Engineering- B.S.,MAT E 319,0
ENGR,Materials Engineering- B.S.,MAT E 413,1.0
ENGR,Materials Engineering- B.S.,MAT E 414,1.0
ENGR,Materials Engineering- B.S.,MAT E 418,1.9285714285714288
ENGR,Mechanical Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Mechanical Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Mechanical Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Mechanical Engineering- B.S.,ENGL 302,1.1304347826086956
ENGR,Mechanical Engineering- B.S.,ENGL 309,2.1666666666666665
ENGR,Mechanical Engineering- B.S.,ENGL 314,1.065217391304348
ENGR,Mechanical Engineering- B.S.,SP CM 212,1.3695652173913044
ENGR,Mechanical Engineering- B.S.,ECON 101,5.543478260869565
ENGR,Mechanical Engineering- B.S.,CHEM 167,5.7333333333333325
ENGR,Mechanical Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Mechanical Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Mechanical Engineering- B.S.,ENGR 101,0
ENGR,Mechanical Engineering- B.S.,M E 160,3.583333333333333
ENGR,Mechanical Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Mechanical Engineering- B.S.,MATH 165,7.826086956521738
ENGR,Mechanical Engineering- B.S.,MATH 166,6.586956521739131
ENGR,Mechanical Engineering- B.S.,PHYS 221,7.304347826086956
ENGR,Mechanical Engineering- B.S.,MATH 265,5.239130434782608
ENGR,Mechanical Engineering- B.S.,MATH 267,4.521739130434782
ENGR,Mechanical Engineering- B.S.,MATH 266,5.391304347826088
ENGR,Mechanical Engineering- B.S.,PHYS 222,4.891304347826087
ENGR,Mechanical Engineering- B.S.,E M 274,5.173913043478262
ENGR,Mechanical Engineering- B.S.,E M 324,6.565217391304348
ENGR,Mechanical Engineering- B.S.,MAT E 273,4.2631578947368425
ENGR,Mechanical Engineering- B.S.,M E 231,4.0
ENGR,Mechanical Engineering- B.S.,E M 345,6.065217391304348
ENGR,Mechanical Engineering- B.S.,E E 442,1.2333333333333334
ENGR,Mechanical Engineering- B.S.,E E 448,2.7666666666666666
ENGR,Mechanical Engineering- B.S.,M E 270,1.0
ENGR,Mechanical Engineering- B.S.,M E 324,1.162790697674419
ENGR,Mechanical Engineering- B.S.,M E 325,1.8043478260869563
ENGR,Mechanical Engineering- B.S.,M E 332,3.260869565217391
ENGR,Mechanical Engineering- B.S.,M E 335,1.6428571428571428
ENGR,Mechanical Engineering- B.S.,M E 370,2.119047619047619
ENGR,Mechanical Engineering- B.S.,M E 421,1.5348837209302326
ENGR,Mechanical Engineering- B.S.,M E 436,1.6590909090909092
ENGR,Mechanical Engineering- B.S.,M E 415,1.064516129032258
ENGR,Mechanical Engineering- B.S.,M E 442,1.0
ENGR,Mechanical Engineering- B.S.,M E 466,1.5
ENGR,Mechanical Engineering- B.S.,M E 486,1.0
ENGR,Mechanical Engineering- B.S.,M E 170,1.875
ENGR,Mechanical Engineering- B.S.,STAT 305,2.8260869565217392
ENGR,Mechanical Engineering- B.S.,ENGL 302,1.1304347826086956
ENGR,Mechanical Engineering- B.S.,ENGL 309,2.1666666666666665
ENGR,Mechanical Engineering- B.S.,ENGL 314,1.065217391304348
ENGR,Mechanical Engineering- B.S.,SP CM 212,1.3695652173913044
ENGR,Mechanical Engineering- B.S.,M E 202,0
ENGR,Mechanical Engineering- B.S.,ECON 380,3.083333333333333
ENGR,Mechanical Engineering- B.S.,E E 351,4.142857142857143
ENGR,Mechanical Engineering- B.S.,A B E 325,1.0
ENGR,Mechanical Engineering- B.S.,A B E 342,1.0
ENGR,Mechanical Engineering- B.S.,A B E 363,1.0
ENGR,Mechanical Engineering- B.S.,A B E 380,1.0
ENGR,Mechanical Engineering- B.S.,A B E 413,1.0
ENGR,Mechanical Engineering- B.S.,A B E 472,1.0
ENGR,Mechanical Engineering- B.S.,A B E 480,1.0
ENGR,Mechanical Engineering- B.S.,A B E 572,0
ENGR,Mechanical Engineering- B.S.,A B E 580,0
ENGR,Mechanical Engineering- B.S.,AER E 381,2.6666666666666665
ENGR,Mechanical Engineering- B.S.,AER E 481,2.0
ENGR,Mechanical Engineering- B.S.,AER E 570,0
ENGR,Mechanical Engineering- B.S.,BRT 501,0
ENGR,Mechanical Engineering- B.S.,BRT 515,0
ENGR,Mechanical Engineering- B.S.,BRT 516,0
ENGR,Mechanical Engineering- B.S.,BRT 535,0
ENGR,Mechanical Engineering- B.S.,CH E 356,3.8
ENGR,Mechanical Engineering- B.S.,CH E 357,1.9666666666666663
ENGR,Mechanical Engineering- B.S.,CH E 358,3.633333333333333
ENGR,Mechanical Engineering- B.S.,CH E 381,2.6333333333333333
ENGR,Mechanical Engineering- B.S.,CH E 382,2.6
ENGR,Mechanical Engineering- B.S.,CH E 415,1.2
ENGR,Mechanical Engineering- B.S.,CH E 515,0
ENGR,Mechanical Engineering- B.S.,CH E 554,0
ENGR,Mechanical Engineering- B.S.,CH E 583,0
ENGR,Mechanical Engineering- B.S.,CH E 587,0
ENGR,Mechanical Engineering- B.S.,C E 440,0
ENGR,Mechanical Engineering- B.S.,C E 540,0
ENGR,Mechanical Engineering- B.S.,CON E 352,1.0555555555555556
ENGR,Mechanical Engineering- B.S.,CON E 353,2.3125
ENGR,Mechanical Engineering- B.S.,CON E 354,1.25
ENGR,Mechanical Engineering- B.S.,E E 303,4.0
ENGR,Mechanical Engineering- B.S.,E E 448,2.7666666666666666
ENGR,Mechanical Engineering- B.S.,E E 452,1.6
ENGR,Mechanical Engineering- B.S.,E E 455,1.3
ENGR,Mechanical Engineering- B.S.,E E 456,2.2
ENGR,Mechanical Engineering- B.S.,E E 457,2.533333333333333
ENGR,Mechanical Engineering- B.S.,E E 458,4.428571428571429
ENGR,Mechanical Engineering- B.S.,E E 459,5.0
ENGR,Mechanical Engineering- B.S.,E E 552,0
ENGR,Mechanical Engineering- B.S.,E E 553,0
ENGR,Mechanical Engineering- B.S.,E E 554,0
ENGR,Mechanical Engineering- B.S.,E E 555,0
ENGR,Mechanical Engineering- B.S.,E E 556,0
ENGR,Mechanical Engineering- B.S.,E E 559,0
ENGR,Mechanical Engineering- B.S.,E M 570,0
ENGR,Mechanical Engineering- B.S.,ECON 458,6.142857142857142
ENGR,Mechanical Engineering- B.S.,ENGR 340,1.25
ENGR,Mechanical Engineering- B.S.,I E 543,0
ENGR,Mechanical Engineering- B.S.,M E 332,3.260869565217391
ENGR,Mechanical Engineering- B.S.,M E 335,1.6428571428571428
ENGR,Mechanical Engineering- B.S.,M E 413,1.7142857142857142
ENGR,Mechanical Engineering- B.S.,M E 433,1.6666666666666667
ENGR,Mechanical Engineering- B.S.,M E 436,1.6590909090909092
ENGR,Mechanical Engineering- B.S.,M E 437,3.2
ENGR,Mechanical Engineering- B.S.,M E 441,1.6666666666666667
ENGR,Mechanical Engineering- B.S.,M E 442,1.0
ENGR,Mechanical Engineering- B.S.,M E 444,1.1666666666666667
ENGR,Mechanical Engineering- B.S.,M E 448,2.4
ENGR,Mechanical Engineering- B.S.,M E 449,1.6666666666666667
ENGR,Mechanical Engineering- B.S.,M E 530,0
ENGR,Mechanical Engineering- B.S.,M E 532,0
ENGR,Mechanical Engineering- B.S.,M E 535,0
ENGR,Mechanical Engineering- B.S.,M E 536,0
ENGR,Mechanical Engineering- B.S.,M E 538,0
ENGR,Mechanical Engineering- B.S.,M E 539,0
ENGR,Mechanical Engineering- B.S.,M E 542,0
ENGR,Mechanical Engineering- B.S.,M E 545,0
ENGR,Mechanical Engineering- B.S.,M S E 520,0
ENGR,Mechanical Engineering- B.S.,MAT E 311,3.928571428571429
ENGR,Mechanical Engineering- B.S.,NUC E 401,3.8235294117647056
ENGR,Mechanical Engineering- B.S.,NUC E 421,1.0
ENGR,Mechanical Engineering- B.S.,NUC E 441,2.25
ENGR,Mechanical Engineering- B.S.,NUC E 461,2.333333333333333
ENGR,Mechanical Engineering- B.S.,NUC E 401,3.8235294117647056
ENGR,Mechanical Engineering- B.S.,NUC E 402,3.125
ENGR,Mechanical Engineering- B.S.,NUC E 405,5.6
ENGR,Mechanical Engineering- B.S.,NUC E 421,1.0
ENGR,Mechanical Engineering- B.S.,NUC E 430,1.3333333333333333
ENGR,Mechanical Engineering- B.S.,NUC E 441,2.25
ENGR,Mechanical Engineering- B.S.,NUC E 461,2.333333333333333
ENGR,Mechanical Engineering- B.S.,NUC E 490,1.0
ENGR,Mechanical Engineering- B.S.,CHEM 167,5.7333333333333325
ENGR,Mechanical Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Mechanical Engineering- B.S.,M E 160,3.583333333333333
ENGR,Mechanical Engineering- B.S.,M E 170,1.875
ENGR,Mechanical Engineering- B.S.,MATH 165,7.826086956521738
ENGR,Mechanical Engineering- B.S.,MATH 166,6.586956521739131
ENGR,Mechanical Engineering- B.S.,ENGR 101,0
ENGR,Mechanical Engineering- B.S.,PHYS 221,7.304347826086956
ENGR,Mechanical Engineering- B.S.,E M 274,5.173913043478262
ENGR,Mechanical Engineering- B.S.,E M 324,6.565217391304348
ENGR,Mechanical Engineering- B.S.,MAT E 273,4.2631578947368425
ENGR,Mechanical Engineering- B.S.,MATH 267,4.521739130434782
ENGR,Mechanical Engineering- B.S.,MATH 265,5.239130434782608
ENGR,Mechanical Engineering- B.S.,M E 231,4.0
ENGR,Mechanical Engineering- B.S.,PHYS 222,4.891304347826087
ENGR,Mechanical Engineering- B.S.,M E 270,1.0
ENGR,Mechanical Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Mechanical Engineering- B.S.,M E 202,0
ENGR,Mechanical Engineering- B.S.,E E 442,1.2333333333333334
ENGR,Mechanical Engineering- B.S.,M E 325,1.8043478260869563
ENGR,Mechanical Engineering- B.S.,E E 448,2.7666666666666666
ENGR,Mechanical Engineering- B.S.,M E 335,1.6428571428571428
ENGR,Mechanical Engineering- B.S.,E M 345,6.065217391304348
ENGR,Mechanical Engineering- B.S.,M E 370,2.119047619047619
ENGR,Mechanical Engineering- B.S.,M E 332,3.260869565217391
ENGR,Mechanical Engineering- B.S.,M E 324,1.162790697674419
ENGR,Mechanical Engineering- B.S.,STAT 305,2.8260869565217392
ENGR,Mechanical Engineering- B.S.,M E 421,1.5348837209302326
ENGR,Mechanical Engineering- B.S.,M E 436,1.6590909090909092
ENGR,Software Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Software Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Software Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Software Engineering- B.S.,ENGL 309,2.1666666666666665
ENGR,Software Engineering- B.S.,ENGL 314,1.065217391304348
ENGR,Software Engineering- B.S.,ECON 101,5.543478260869565
ENGR,Software Engineering- B.S.,ECON 102,4.413043478260869
ENGR,Software Engineering- B.S.,I E 305,4.3478260869565215
ENGR,Software Engineering- B.S.,CHEM 167,5.7333333333333325
ENGR,Software Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Software Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Software Engineering- B.S.,S E 101,0
ENGR,Software Engineering- B.S.,S E 185,5.0
ENGR,Software Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Software Engineering- B.S.,MATH 165,7.826086956521738
ENGR,Software Engineering- B.S.,MATH 166,6.586956521739131
ENGR,Software Engineering- B.S.,PHYS 221,7.304347826086956
ENGR,Software Engineering- B.S.,COM S 227,8.057142857142857
ENGR,Software Engineering- B.S.,COM S 228,7.466666666666668
ENGR,Software Engineering- B.S.,MATH 267,4.521739130434782
ENGR,Software Engineering- B.S.,CPR E 281,3.636363636363636
ENGR,Software Engineering- B.S.,COM S 327,7.833333333333332
ENGR,Software Engineering- B.S.,CPR E 288,1.935483870967742
ENGR,Software Engineering- B.S.,COM S 321,2.8
ENGR,Software Engineering- B.S.,CPR E 381,3.1428571428571432
ENGR,Software Engineering- B.S.,COM S 352,2.8666666666666667
ENGR,Software Engineering- B.S.,CPR E 308,2.8666666666666667
ENGR,Software Engineering- B.S.,COM S 230,5.833333333333332
ENGR,Software Engineering- B.S.,CPR E 310,3.9
ENGR,Software Engineering- B.S.,COM S 311,5.311111111111111
ENGR,Software Engineering- B.S.,COM S 363,3.0
ENGR,Software Engineering- B.S.,COM S 309,1.2666666666666666
ENGR,Software Engineering- B.S.,S E 319,2.0588235294117645
ENGR,Software Engineering- B.S.,S E 329,1.8947368421052633
ENGR,Software Engineering- B.S.,S E 339,1.4375
ENGR,Software Engineering- B.S.,S E 421,0
ENGR,Software Engineering- B.S.,S E 491,1.1875
ENGR,Software Engineering- B.S.,S E 492,1.0
ENGR,Software Engineering- B.S.,SP CM 212,1.3695652173913044
ENGR,Software Engineering- B.S.,STAT 330,4.842105263157895
ENGR,Software Engineering- B.S.,ENGL 309,2.1666666666666665
ENGR,Software Engineering- B.S.,ENGL 314,1.065217391304348
ENGR,Software Engineering- B.S.,MATH 207,4.2
ENGR,Software Engineering- B.S.,MATH 265,5.239130434782608
ENGR,Software Engineering- B.S.,MATH 304,5.0
ENGR,Software Engineering- B.S.,MATH 314,7.466666666666668
ENGR,Software Engineering- B.S.,MATH 317,6.3
ENGR,Software Engineering- B.S.,S E 166,0
ENGR,Software Engineering- B.S.,S E 494,0
ENGR,Software Engineering- B.S.,MATH 165,7.826086956521738
ENGR,Software Engineering- B.S.,COM S 227,8.057142857142857
ENGR,Software Engineering- B.S.,ENGL 150,2.1818181818181817
ENGR,Software Engineering- B.S.,MATH 166,6.586956521739131
ENGR,Software Engineering- B.S.,S E 101,0
ENGR,Software Engineering- B.S.,S E 166,0
ENGR,Software Engineering- B.S.,LIB 160,2.565217391304348
ENGR,Software Engineering- B.S.,PHYS 221,7.304347826086956
ENGR,Software Engineering- B.S.,S E 185,5.0
ENGR,Software Engineering- B.S.,CPR E 2811,0
ENGR,Software Engineering- B.S.,S E 3191,0
ENGR,Software Engineering- B.S.,ENGL 250,2.333333333333333
ENGR,Software Engineering- B.S.,MATH 267,4.521739130434782
ENGR,Software Engineering- B.S.,COM S 228,7.466666666666668
ENGR,Software Engineering- B.S.,SP CM 212,1.3695652173913044
ENGR,Software Engineering- B.S.,COM S 3631,0
ENGR,Software Engineering- B.S.,S E 3291,0
ENGR,Software Engineering- B.S.,COM S 3091,0
ENGR,Software Engineering- B.S.,COM S 3111,0
ENGR,Software Engineering- B.S.,S E 494,0
ENGR,Software Engineering- B.S.,S E 492,1.0
ENGR,Software Engineering- B.S.,S E 491,1.1875
ENGR,Software Engineering- B.S.,STAT 330,4.842105263157895
ENGR,Software Engineering- B.S.,S E 421,0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,ENGL 302,1.1304347826086956
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,ENGL 309,2.1666666666666665
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,ENGL 314,1.065217391304348
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 121,3.25
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 131,1.4
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 165,1.1538461538461535
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 178,2.75
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 231,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 245,2.7
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 257,2.8
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 275,1.5
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 204,2.4
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 231,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 305,1.2
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 404,2.333333333333333
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 470N,1.5789473684210529
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 490A,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 499,3.25
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 275,1.5
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 376,1.7777777777777777
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 475,1.3333333333333333
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 477,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 287,1.5454545454545454
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 340,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 342,1.935483870967742
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 470N,1.5789473684210529
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 474,1.3125
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 165,1.1538461538461535
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 245,2.7
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 372,1.4
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 377,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 467,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,ENGL 150,2.1818181818181817
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,ENGL 250,2.333333333333333
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,LIB 160,2.565217391304348
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,COMST 214,2.413793103448276
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,COMST 218,1.5416666666666667
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,SP CM 212,1.3695652173913044
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,STAT 101,4.608695652173913
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,STAT 104,5.195652173913044
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,STAT 226,5.5777777777777775
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,ECON 101,5.543478260869565
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 165,1.1538461538461535
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 354,2.8
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 356,1.6
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 112,1.8571428571428568
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 113N,2.333333333333333
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 311,1.2857142857142858
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 411,0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 470N,1.5789473684210529
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 380N,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 381N,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 131,1.4
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 204,2.4
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 210,2.4
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,COM S 113,2.7777777777777777
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 231,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 245,2.7
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 275,1.5
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 372,1.4
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 121,3.25
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 178,2.75
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 206,0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 225,3.8
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 278,1.9
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 310,4.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 321,1.375
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 325,2.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 329,2.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 415,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 495,1.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 305,1.2
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 404,2.333333333333333
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 431,2.0
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 354,2.8
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 356,1.6
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,A M D 362,3.3
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,ACCT 284,3.934782608695652
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 222,1.7142857142857142
H SCI,Apparel Merchandising- Design B.S. - creative and technical design option,AESHM 272,1.0
