College,Major,Class,Difficulty
CALS,Animal Science- B.S,AN S 493,1.0
CALS,Animal Science- B.S,AN S 475E,3.5
CALS,Animal Science- B.S,AN S 490E,0
CALS,Animal Science- B.S,ECON 234,1.0
CALS,Animal Science- B.S,AN S 223,4.2727272727272725
CALS,Animal Science- B.S,AN S 224,3.066666666666667
CALS,Animal Science- B.S,AN S 225,1.1538461538461535
CALS,Animal Science- B.S,AN S 226,4.153846153846153
CALS,Animal Science- B.S,AN S 229,1.6923076923076923
CALS,Animal Science- B.S,AN S 235,1.2666666666666666
CALS,Animal Science- B.S,AN S 419,5.214285714285714
CALS,Animal Science- B.S,AN S 424,1.1764705882352942
CALS,Animal Science- B.S,AN S 425,1.0
CALS,Animal Science- B.S,AN S 426,1.3333333333333333
CALS,Animal Science- B.S,AN S 429,1.2666666666666666
CALS,Animal Science- B.S,AN S 434,1.2352941176470589
CALS,Animal Science- B.S,AN S 460,1.5384615384615383
CALS,Animal Science- B.S,FS HN 405,1.0
CALS,Animal Science- B.S,FS HN 410,3.066666666666667
CALS,Animal Science- B.S,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S,MICRO 407,1.6
CALS,Animal Science- B.S,AN S 101,1.7142857142857142
CALS,Animal Science- B.S,AN S 114,3.7
CALS,Animal Science- B.S,AN S 214,5.166666666666667
CALS,Animal Science- B.S,AN S 216,1.7333333333333334
CALS,Animal Science- B.S,AN S 223,4.2727272727272725
CALS,Animal Science- B.S,AN S 224,3.066666666666667
CALS,Animal Science- B.S,AN S 225,1.1538461538461535
CALS,Animal Science- B.S,AN S 226,4.153846153846153
CALS,Animal Science- B.S,AN S 229,1.6923076923076923
CALS,Animal Science- B.S,AN S 235,1.2666666666666666
CALS,Animal Science- B.S,AN S 313,4.0
CALS,Animal Science- B.S,AN S 319,3.7
CALS,Animal Science- B.S,AN S 331,4.066666666666666
CALS,Animal Science- B.S,AN S 345,1.9285714285714288
CALS,Animal Science- B.S,AN S 352,3.0
CALS,Animal Science- B.S,AN S 319,3.7
CALS,Animal Science- B.S,AN S 320,2.636363636363636
CALS,Animal Science- B.S,AN S 331,4.066666666666666
CALS,Animal Science- B.S,AN S 324,3.0
CALS,Animal Science- B.S,AN S 336,1.1333333333333333
CALS,Animal Science- B.S,AN S 337,1.2
CALS,Animal Science- B.S,AN S 345,1.9285714285714288
CALS,Animal Science- B.S,AN S 352,3.0
CALS,Animal Science- B.S,AN S 360,1.1428571428571428
CALS,Animal Science- B.S,AN S 419,5.214285714285714
CALS,Animal Science- B.S,AN S 270,4.733333333333333
CALS,Animal Science- B.S,AN S 360,1.1428571428571428
CALS,Animal Science- B.S,AN S 460,1.5384615384615383
CALS,Animal Science- B.S,AN S 489,1.0
CALS,Animal Science- B.S,AN S 490C,1.0555555555555556
CALS,Animal Science- B.S,FS HN 311,2.9090909090909087
CALS,Animal Science- B.S,FS HN 403,1.1935483870967742
CALS,Animal Science- B.S,FS HN 405,1.0
CALS,Animal Science- B.S,FS HN 406,1.0666666666666669
CALS,Animal Science- B.S,FS HN 410,3.066666666666667
CALS,Animal Science- B.S,FS HN 412,1.0
CALS,Animal Science- B.S,FS HN 419,1.25
CALS,Animal Science- B.S,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S,FS HN 471,2.1333333333333333
CALS,Animal Science- B.S,MICRO 407,1.6
CALS,Animal Science- B.S,AN S 110,1.25
CALS,Animal Science- B.S,AN S 114,3.7
CALS,Animal Science- B.S,AN S 101,1.7142857142857142
CALS,Animal Science- B.S,BIOL 211,6.2564102564102555
CALS,Animal Science- B.S,ENGL 150,2.1818181818181817
CALS,Animal Science- B.S,LIB 160,2.565217391304348
CALS,Animal Science- B.S,AN S 211,1.0333333333333334
CALS,Animal Science- B.S,AN S 210,1.6470588235294117
CALS,Animal Science- B.S,AN S 214,5.166666666666667
CALS,Animal Science- B.S,BIOL 212,4.428571428571429
CALS,Animal Science- B.S,BBMB 221,5.36
CALS,Animal Science- B.S,AN S 319,3.7
CALS,Animal Science- B.S,AN S 320,2.636363636363636
CALS,Animal Science- B.S,AN S 331,4.066666666666666
CALS,Animal Science- B.S,AN S 352,3.0
CALS,Animal Science- B.S,AN S 411,1.0
CALS,Animal Science- B.S,AN S 110,1.25
CALS,Animal Science- B.S,AN S 114,3.7
CALS,Animal Science- B.S,AN S 101,1.7142857142857142
CALS,Animal Science- B.S,CHEM 177,5.413043478260869
CALS,Animal Science- B.S,BIOL 211,6.2564102564102555
CALS,Animal Science- B.S,ENGL 150,2.1818181818181817
CALS,Animal Science- B.S,LIB 160,2.565217391304348
CALS,Animal Science- B.S,AN S 211,1.0333333333333334
CALS,Animal Science- B.S,AN S 214,5.166666666666667
CALS,Animal Science- B.S,BIOL 212,4.428571428571429
CALS,Animal Science- B.S,CHEM 331,6.289473684210527
CALS,Animal Science- B.S,CHEM 178,3.7105263157894735
CALS,Animal Science- B.S,ENGL 250,2.333333333333333
CALS,Animal Science- B.S,AN S 210,1.6470588235294117
CALS,Animal Science- B.S,AN S 320,2.636363636363636
CALS,Animal Science- B.S,AN S 319,3.7
CALS,Animal Science- B.S,AN S 352,3.0
CALS,Animal Science- B.S,AN S 331,4.066666666666666
CALS,Animal Science- B.S,BBMB 301,3.978260869565217
CALS,Animal Science- B.S,CHEM 332,7.216216216216216
CALS,Animal Science- B.S,AN S 411,1.0
CALS,Animal Science- B.S,PHYS 111,4.826086956521738
CALS,Animal Science- B.S. - pre-veterinary medicine,ENGL 150,2.1818181818181817
CALS,Animal Science- B.S. - pre-veterinary medicine,ENGL 250,2.333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,LIB 160,2.565217391304348
CALS,Animal Science- B.S. - pre-veterinary medicine,SP CM 212,1.3695652173913044
CALS,Animal Science- B.S. - pre-veterinary medicine,AGEDS 311,1.475
CALS,Animal Science- B.S. - pre-veterinary medicine,AGEDS 327,1.6
CALS,Animal Science- B.S. - pre-veterinary medicine,COMST 214,2.413793103448276
CALS,Animal Science- B.S. - pre-veterinary medicine,ENGL 302,1.1304347826086956
CALS,Animal Science- B.S. - pre-veterinary medicine,ENGL 309,2.1666666666666665
CALS,Animal Science- B.S. - pre-veterinary medicine,ENGL 312,1.5555555555555556
CALS,Animal Science- B.S. - pre-veterinary medicine,ENGL 314,1.065217391304348
CALS,Animal Science- B.S. - pre-veterinary medicine,MATH 140,8.217391304347826
CALS,Animal Science- B.S. - pre-veterinary medicine,MATH 150,6.630434782608695
CALS,Animal Science- B.S. - pre-veterinary medicine,MATH 160,6.741935483870968
CALS,Animal Science- B.S. - pre-veterinary medicine,MATH 165,7.826086956521738
CALS,Animal Science- B.S. - pre-veterinary medicine,MATH 181,5.357142857142857
CALS,Animal Science- B.S. - pre-veterinary medicine,STAT 101,4.608695652173913
CALS,Animal Science- B.S. - pre-veterinary medicine,STAT 104,5.195652173913044
CALS,Animal Science- B.S. - pre-veterinary medicine,STAT 226,5.5777777777777775
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 211,6.2564102564102555
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 212,4.428571428571429
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 313,5.205128205128204
CALS,Animal Science- B.S. - pre-veterinary medicine,ACCT 284,3.934782608695652
CALS,Animal Science- B.S. - pre-veterinary medicine,ECON 101,5.543478260869565
CALS,Animal Science- B.S. - pre-veterinary medicine,ECON 102,4.413043478260869
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 101,1.7142857142857142
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 110,1.25
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 114,3.7
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 210,1.6470588235294117
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 211,1.0333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 214,5.166666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 319,3.7
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 320,2.636363636363636
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 331,4.066666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 352,3.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 411,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 331,6.289473684210527
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 216,1.7333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 223,4.2727272727272725
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 224,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 225,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 226,4.153846153846153
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 229,1.6923076923076923
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 235,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 313,4.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 324,3.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 336,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 337,1.2
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 345,1.9285714285714288
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 360,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 314,3.5769230769230766
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 352,3.5
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 353,3.363636363636364
CALS,Animal Science- B.S. - pre-veterinary medicine,ENT 372,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,ENT 374,2.8666666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 310,1.5333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,VDPAM 487,0
CALS,Animal Science- B.S. - pre-veterinary medicine,TSM 327,2.4166666666666665
CALS,Animal Science- B.S. - pre-veterinary medicine,AGRON 334,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 419,5.214285714285714
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 460,1.5384615384615383
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 405,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 410,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 407,1.6
CALS,Animal Science- B.S. - pre-veterinary medicine,BBMB 301,3.978260869565217
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 177,5.413043478260869
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 178,3.7105263157894735
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 331,6.289473684210527
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 332,7.216216216216216
CALS,Animal Science- B.S. - pre-veterinary medicine,PHYS 111,4.826086956521738
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 216,1.7333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 223,4.2727272727272725
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 224,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 225,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 226,4.153846153846153
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 229,1.6923076923076923
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 235,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 313,4.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 324,3.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 336,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 337,1.2
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 345,1.9285714285714288
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 360,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 314,3.5769230769230766
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 352,3.5
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 353,3.363636363636364
CALS,Animal Science- B.S. - pre-veterinary medicine,ENT 372,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,ENT 374,2.8666666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 310,1.5333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,VDPAM 487,0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 419,5.214285714285714
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 460,1.5384615384615383
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 405,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 410,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 407,1.6
CALS,Animal Science- B.S. - pre-veterinary medicine,ACCT 284,3.934782608695652
CALS,Animal Science- B.S. - pre-veterinary medicine,AGEDS 451,2.636363636363636
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 331,6.289473684210527
CALS,Animal Science- B.S. - pre-veterinary medicine,ECON 230,1.6666666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,ECON 334,1.0555555555555556
CALS,Animal Science- B.S. - pre-veterinary medicine,VDPAM 487,0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 223,4.2727272727272725
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 225,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 226,4.153846153846153
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 229,1.6923076923076923
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 235,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 336,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 337,1.2
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 345,1.9285714285714288
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 360,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 419,5.214285714285714
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 460,1.5384615384615383
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 405,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 410,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 407,1.6
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 360,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 460,1.5384615384615383
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 331,6.289473684210527
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 223,4.2727272727272725
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 225,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 226,4.153846153846153
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 229,1.6923076923076923
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 235,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 405,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 410,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 407,1.6
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 177,5.413043478260869
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 178,3.7105263157894735
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 331,6.289473684210527
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 216,1.7333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 223,4.2727272727272725
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 224,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 225,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 226,4.153846153846153
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 229,1.6923076923076923
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 235,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 313,4.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 324,3.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 336,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 337,1.2
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 345,1.9285714285714288
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 360,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 314,3.5769230769230766
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 352,3.5
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 353,3.363636363636364
CALS,Animal Science- B.S. - pre-veterinary medicine,ENT 372,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,ENT 374,2.8666666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 310,1.5333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,VDPAM 487,0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 419,5.214285714285714
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 460,1.5384615384615383
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 405,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 410,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 407,1.6
CALS,Animal Science- B.S. - pre-veterinary medicine,BBMB 301,3.978260869565217
CALS,Animal Science- B.S. - pre-veterinary medicine,BBMB 404,3.2790697674418605
CALS,Animal Science- B.S. - pre-veterinary medicine,BBMB 405,4.090909090909091
CALS,Animal Science- B.S. - pre-veterinary medicine,BBMB 420,3.1739130434782608
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 314,3.5769230769230766
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 351,3.692307692307693
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 352,3.5
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 353,3.363636363636364
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 365,3.692307692307693
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 423,1.5384615384615383
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 434,1.5
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 332,7.216216216216216
CALS,Animal Science- B.S. - pre-veterinary medicine,MATH 166,6.586956521739131
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 475,3.0
CALS,Animal Science- B.S. - pre-veterinary medicine,PHYS 111,4.826086956521738
CALS,Animal Science- B.S. - pre-veterinary medicine,PHYS 112,2.1739130434782608
CALS,Animal Science- B.S. - pre-veterinary medicine,STAT 402,3.5517241379310347
CALS,Animal Science- B.S. - pre-veterinary medicine,STAT 587,0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 224,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 324,3.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 424,1.1764705882352942
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 331,6.289473684210527
CALS,Animal Science- B.S. - pre-veterinary medicine,ACCT 215,1.5652173913043481
CALS,Animal Science- B.S. - pre-veterinary medicine,ACCT 285,3.739130434782609
CALS,Animal Science- B.S. - pre-veterinary medicine,ECON 234,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 216,1.7333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 223,4.2727272727272725
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 225,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 226,4.153846153846153
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 229,1.6923076923076923
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 235,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 313,4.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 336,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 337,1.2
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 345,1.9285714285714288
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 360,1.1428571428571428
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 314,3.5769230769230766
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 352,3.5
CALS,Animal Science- B.S. - pre-veterinary medicine,BIOL 353,3.363636363636364
CALS,Animal Science- B.S. - pre-veterinary medicine,ENT 374,2.8666666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 310,1.5333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 419,5.214285714285714
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 425,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 426,1.3333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 429,1.2666666666666666
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 434,1.2352941176470589
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 460,1.5384615384615383
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 405,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 410,3.066666666666667
CALS,Animal Science- B.S. - pre-veterinary medicine,FS HN 420,1.1333333333333333
CALS,Animal Science- B.S. - pre-veterinary medicine,MICRO 407,1.6
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 216,1.7333333333333334
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 415,1.05
CALS,Animal Science- B.S. - pre-veterinary medicine,CHEM 331,6.289473684210527
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 116,1.5
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 217,1.7777777777777777
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 306,2.375
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 313,4.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 332,1.5
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 399A,1.303030303030303
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 475E,3.5
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 490E,0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 493,1.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AGEDS 451,2.636363636363636
CALS,Animal Science- B.S. - pre-veterinary medicine,AGRON 217,4.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AGRON 317,3.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AGRON 334,1.1538461538461535
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 116,1.5
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 217,1.7777777777777777
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 306,2.375
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 313,4.0
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 332,1.5
CALS,Animal Science- B.S. - pre-veterinary medicine,AN S 399A,1.303030303030303
