Year,Class,Total Grades,"D, F, W Grades",% DFW
2016,HIST 225,27.5,6.5,25.0
2016,HIST 255X,21.0,3.0,14.0
2016,HIST 284,25.0,2.0,8.0
2016,HIST 304,38.0,7.0,18.0
2016,HIST 325,33.5,5.0,18.0
2016,HIST 331X,44.0,2.0,5.0
2016,HIST 337,46.0,6.0,13.0
2016,HIST 340,36.0,8.0,22.0
2016,HIST 355,48.0,4.0,8.0
2016,HIST 356,86.0,23.0,27.0
2016,HIST 360,48.0,5.5,11.5
2016,HIST 361,88.0,6.0,7.0
2016,HIST 365,20.0,8.0,40.0
2016,HIST 366,31.0,8.0,26.0
2016,HIST 370,118.5,19.0,16.5
2016,HIST 371X,27.0,2.0,7.0
2016,HIST 374,14.5,3.0,20.5
2016,HIST 380,39.0,1.0,3.0
2016,HIST 382X,8.0,1.0,13.0
2016,HIST 383,54.0,2.0,4.0
2016,HIST 384X,2.0,0.0,0.0
2016,HIST 385X,8.0,0.0,0.0
2016,HIST 386,25.0,5.5,19.5
2016,HIST 389,65.0,6.5,10.5
2016,HIST 396A,36.0,1.0,3.0
2016,HIST 402,23.0,3.0,13.0
2016,HIST 403,21.0,2.0,10.0
2016,HIST 405,26.0,7.0,27.0
2016,HIST 414,26.0,6.0,23.0
2016,HIST 420,24.0,0.0,0.0
2016,HIST 422,27.0,0.0,0.0
2016,HIST 424,22.0,2.0,9.0
2016,HIST 428,27.0,5.0,19.0
2016,HIST 429,25.0,4.0,16.0
2016,HIST 431,25.0,2.0,7.5
2016,HIST 435X,21.0,2.0,10.0
2016,HIST 442,23.0,4.0,17.0
2016,HIST 450,23.0,6.0,26.0
2016,HIST 451,24.0,0.0,0.0
2016,HIST 453,25.0,1.0,4.0
2016,HIST 457X,13.0,0.0,0.0
2016,HIST 460,24.0,4.0,17.0
2016,HIST 465,20.5,3.0,15.5
2016,HIST 471X,10.0,1.0,10.0
2016,HIST 473,21.0,5.0,24.0
2016,HIST 480A,4.0,0.0,0.0
2016,HIST 481X,8.0,0.0,0.0
2016,HIST 482,25.0,4.0,16.0
2016,HIST 488,24.0,4.0,17.0
2016,HIST 490,6.5,0.0,0.0
2016,HIST 495,31.0,5.0,16.5
2016,HIST 498,4.0,0.0,0.0
2016,HON 121,443.0,2.0,0.0
2016,HON 290H,219.0,9.0,4.0
2016,HON 290U,4.0,0.0,0.0
2016,HON 302,72.0,0.0,0.0
2016,HON 321A,16.0,0.0,0.0
2016,HON 321B,15.0,0.0,0.0
2016,HON 321C,17.0,1.0,6.0
2016,HON 321D,14.0,2.0,14.0
2016,HON 321E,14.0,0.0,0.0
2016,HON 321F,16.0,0.0,0.0
2016,HON 321G,17.0,0.0,0.0
2016,HON 321H,12.0,0.0,0.0
2016,HON 321J,15.0,0.0,0.0
2016,HON 321L,13.0,1.0,8.0
2016,HON 321M,14.0,0.0,0.0
2016,HON 321N,16.0,2.0,13.0
2016,HON 321P,16.0,0.0,0.0
2016,HON 321Q,17.0,1.0,6.0
2016,HON 321R,16.0,0.0,0.0
2016,HON 321S,17.0,2.0,12.0
2016,HON 321T,12.0,0.0,0.0
2016,HON 321U,15.0,0.0,0.0
2016,HON 321V,17.0,0.0,0.0
2016,HON 321W,12.0,0.0,0.0
2016,HON 321Y,5.0,0.0,0.0
2016,HON 321Z,15.0,0.0,0.0
2016,HON 322A,15.0,2.0,13.0
2016,HON 322B,16.0,0.0,0.0
2016,HON 322C,16.0,1.0,6.0
2016,HON 322D,15.0,0.0,0.0
2016,HON 322E,15.0,2.0,13.0
2016,HON 322F,15.0,0.0,0.0
2016,HON 322G,18.0,1.0,6.0
2016,HON 322H,16.0,0.0,0.0
2016,HON 322K,8.0,2.0,25.0
2016,HON 322M,14.0,0.0,0.0
2016,HON 322N,20.0,0.0,0.0
2016,HON 322P,16.0,1.0,6.0
2016,HON 322Q,15.0,0.0,0.0
2016,HON 322R,5.0,0.0,0.0
2016,HON 322T,15.0,0.0,0.0
2016,HON 322U,16.0,1.0,6.0
2016,HON 322V,14.0,0.0,0.0
2016,HON 322W,12.0,0.0,0.0
2016,HON 322Y,17.0,0.0,0.0
2016,HON 322Z,8.0,0.0,0.0
2016,HON 323A,17.0,1.0,6.0
2016,HON 323B,19.0,0.0,0.0
2016,HON 324B,18.0,0.0,0.0
2016,HON 490,5.0,0.0,0.0
2016,HORT 110,32.0,0.0,0.0
2016,HORT 121,72.0,4.5,6.0
2016,HORT 122,56.5,2.5,4.5
2016,HORT 131,25.0,0.0,0.0
2016,HORT 221,41.0,6.5,16.0
2016,HORT 240,23.0,9.0,39.0
2016,HORT 276,46.0,9.0,20.0
2016,HORT 281,18.0,1.0,6.0
2016,HORT 282,13.0,0.0,0.0
2016,HORT 283,20.0,0.0,0.0
2016,HORT 321,37.0,13.0,35.0
2016,HORT 322,31.0,2.0,6.0
2016,HORT 330,24.0,4.0,17.0
2016,HORT 331,27.0,1.0,4.0
2016,HORT 332,21.0,0.0,0.0
2016,HORT 338,2.0,0.0,0.0
2016,HORT 341,9.0,3.0,33.0
2016,HORT 342,14.0,0.0,0.0
2016,HORT 351,24.0,8.0,33.0
2016,HORT 351L,18.0,2.0,11.0
2016,HORT 354,4.0,1.0,25.0
2016,HORT 376,25.0,1.0,4.0
2016,HORT 380,21.0,3.0,14.0
2016,HORT 381,11.0,2.0,18.0
2016,HORT 391,10.0,0.0,0.0
2016,HORT 421,2.0,0.0,0.0
2016,HORT 444,8.0,0.0,0.0
2016,HORT 445,36.0,0.0,0.0
2016,HORT 452,20.0,0.0,0.0
2016,HORT 453,20.0,2.0,10.0
2016,HORT 471,28.0,3.0,11.0
2016,HORT 471L,28.0,0.0,0.0
2016,HORT 475,2.0,0.0,0.0
2016,HORT 481,11.0,2.0,18.0
2016,HORT 490A,1.0,0.0,0.0
2016,HORT 490C,1.0,0.0,0.0
2016,HORT 490D,1.0,0.0,0.0
2016,HORT 490E,2.0,0.0,0.0
2016,HORT 490F,4.0,0.0,0.0
2016,HORT 490G,3.0,0.5,16.5
2016,HORT 494B,4.666666666666667,0.0,0.0
2016,HORT 496,20.0,0.0,0.0
2016,HSP M 101,112.0,20.666666666666668,20.666666666666668
2016,HSP M 189,30.0,5.0,17.0
2016,HSP M 201X,30.0,1.0,3.0
2016,HSP M 230,16.0,0.5,3.5
2016,HSP M 233,55.5,2.5,4.5
2016,HSP M 260,78.0,4.333333333333333,4.0
2016,HSP M 289,17.5,2.0,11.0
2016,HSP M 301X,28.0,4.0,14.0
2016,HSP M 315,127.0,6.0,5.0
2016,HSP M 320,23.0,0.0,0.0
2016,HSP M 333,45.0,0.0,0.0
2016,HSP M 352,59.0,7.0,12.0
2016,HSP M 380,62.5,5.0,8.5
2016,HSP M 380L,62.0,0.5,1.0
2016,HSP M 383,402.0,24.0,6.0
2016,HSP M 383L,45.5,3.5,8.0
2016,HSP M 391,66.0,3.0,5.0
2016,HSP M 392,74.0,1.0,1.0
2016,HSP M 433,35.0,1.0,3.0
2016,HSP M 437,11.0,0.0,0.0
2016,HSP M 439,20.0,0.0,0.0
2016,HSP M 452,10.0,0.0,0.0
2016,HSP M 455,38.0,0.0,0.0
2016,HSP M 487,9.0,0.0,0.0
2016,HSP M 490B,1.0,0.0,0.0
2016,I E 148,60.0,13.5,22.0
2016,I E 222,144.0,0.0,0.0
2016,I E 248,187.0,37.0,20.0
2016,I E 271,160.0,19.0,12.0
2016,I E 305,249.66666666666666,51.0,22.333333333333332
2016,I E 312,156.0,4.0,3.0
2016,I E 341,142.0,13.0,9.0
2016,I E 348,132.0,21.0,16.0
2016,I E 361,63.0,3.0,5.0
2016,I E 405X,17.0,1.0,6.0
2016,I E 413,127.0,6.0,5.0
2016,I E 432,83.0,0.0,0.0
2016,I E 441,49.5,0.0,0.0
2016,I E 448,60.5,11.5,21.5
2016,I E 449,14.0,3.0,21.0
2016,I E 450,51.0,2.0,5.0
2016,I E 451,45.0,1.0,2.0
2016,I E 468,2.0,0.0,0.0
2016,I E 481,5.0,2.0,40.0
2016,I E 483,6.0,1.0,17.0
2016,I E 487X,6.0,5.0,83.0
2016,IA LL 312I,7.0,0.0,0.0
2016,IA LL 326I,6.0,0.0,0.0
2016,IA LL 334A,1.0,0.0,0.0
2016,IA LL 334B,4.0,0.0,0.0
2016,IA LL 334C,2.0,0.0,0.0
2016,IA LL 334D,3.0,0.0,0.0
2016,IA LL 427I,2.0,0.0,0.0
2016,IND D 201,67.0,0.0,0.0
2016,IND D 202,65.0,4.0,6.0
2016,IND D 231,68.0,1.0,1.0
2016,IND D 232,68.0,1.0,1.0
2016,IND D 251X,70.0,5.0,7.0
2016,IND D 301,62.0,4.0,6.0
2016,IND D 302,32.0,5.0,16.0
2016,IND D 332,71.0,3.0,4.0
2016,IND D 334,73.0,0.0,0.0
2016,IND D 341,55.0,2.0,3.5
2016,IND D 387,73.0,3.0,4.0
2016,IND D 388,47.0,1.0,2.0
2016,IND D 397,10.666666666666666,0.0,0.0
2016,IND D 401,12.0,2.0,17.0
2016,IND D 499,31.0,0.0,0.0
2016,INFAS 131,2.0,0.0,0.0
2016,INFAS 332,7.0,0.0,0.0
2016,INTST 235,260.0,29.0,10.666666666666666
2016,INTST 350,18.0,3.0,17.0
2016,INTST 395B,11.0,0.0,0.0
2016,INTST 395E,5.0,0.0,0.0
2016,INTST 430,29.0,4.0,14.0
2016,INTST 491,1.0,0.0,0.0
2016,JL MC 101,214.66666666666666,17.0,11.666666666666666
2016,JL MC 110,128.33333333333334,10.666666666666666,6.333333333333333
2016,JL MC 201,109.0,9.0,8.333333333333334
2016,JL MC 202,18.0,4.0,23.0
2016,JL MC 206,43.5,6.0,14.0
2016,JL MC 240X,94.0,7.0,7.0
2016,JL MC 242,119.0,11.5,9.5
2016,JL MC 270X,3.0,0.0,0.0
2016,JL MC 306,16.5,0.5,3.0
2016,JL MC 307,50.0,6.0,12.0
2016,JL MC 307X,52.0,7.0,13.0
2016,JL MC 308,19.0,1.5,8.0
2016,JL MC 310,17.0,0.5,3.0
2016,JL MC 312,15.0,4.0,27.0
2016,JL MC 315,21.0,3.0,14.0
2016,JL MC 316,70.5,7.5,12.0
2016,JL MC 317,13.0,2.0,15.0
2016,JL MC 341,69.0,14.0,20.0
2016,JL MC 344,32.0,6.0,19.0
2016,JL MC 346,12.5,2.5,20.0
2016,JL MC 347,14.0,2.0,14.0
2016,JL MC 349,13.0,0.0,0.0
2016,JL MC 390A,9.5,0.0,0.0
2016,JL MC 390C,2.0,0.0,0.0
2016,JL MC 390J,25.0,4.0,16.0
2016,JL MC 401,32.0,1.0,3.0
2016,JL MC 406,60.0,1.0,2.0
2016,JL MC 460,107.66666666666667,28.666666666666668,34.666666666666664
2016,JL MC 461,83.0,5.0,6.0
2016,JL MC 462,85.0,5.0,6.0
2016,JL MC 474,55.5,1.5,3.5
2016,JL MC 476,58.0,5.0,9.0
2016,JL MC 477,155.66666666666666,28.666666666666668,15.666666666666666
2016,JL MC 490,8.0,0.0,0.0
2016,JL MC 497G,8.0,2.0,25.0
2016,JL MC 497K,16.0,2.0,13.0
2016,JL MC 497M,50.0,6.0,12.0
2016,JL MC 499A,24.666666666666668,1.0,3.3333333333333335
2016,JL MC 499B,2.0,0.0,0.0
2016,KIN 101,12.0,1.5,13.5
2016,KIN 102,13.0,0.5,4.0
2016,KIN 108,17.5,2.5,12.0
2016,KIN 122,38.5,4.0,10.5
2016,KIN 129,119.5,2.5,2.0
2016,KIN 135,54.333333333333336,2.3333333333333335,3.0
2016,KIN 144,25.0,4.0,16.0
2016,KIN 153,23.0,0.0,0.0
2016,KIN 158,53.5,4.0,6.0
2016,KIN 163,17.0,1.0,6.5
2016,KIN 164,92.0,8.5,7.0
2016,KIN 165,21.0,3.0,14.0
2016,KIN 166,72.0,5.5,7.5
2016,KIN 168,28.5,3.0,10.5
2016,KIN 170,61.0,7.5,13.0
2016,KIN 171,7.5,1.5,13.5
2016,KIN 173,29.5,1.0,3.0
2016,KIN 182,78.0,4.0,5.0
2016,KIN 185,18.0,2.5,14.0
2016,KIN 210,58.0,6.0,10.0
2016,KIN 231,31.0,0.0,0.0
2016,KIN 232,29.0,1.0,3.0
2016,KIN 236,36.0,1.0,3.0
2016,KIN 242X,141.0,3.0,2.0
2016,KIN 252,266.0,11.5,4.5
2016,KIN 253,237.0,20.0,7.5
2016,KIN 258,248.5,17.0,7.0
2016,KIN 259,83.5,7.5,9.5
2016,KIN 266,81.0,6.5,7.5
2016,KIN 280,14.5,0.5,4.0
2016,KIN 281,20.5,1.5,4.5
2016,KIN 284,36.5,1.5,5.0
2016,KIN 285,8.5,0.0,0.0
2016,KIN 290,4.5,0.0,0.0
2016,KIN 312,9.0,0.0,0.0
2016,KIN 313,21.0,0.0,0.0
2016,KIN 315,55.666666666666664,4.333333333333333,6.333333333333333
2016,KIN 345,65.5,5.0,7.0
2016,KIN 355,118.0,20.333333333333332,16.333333333333332
2016,KIN 358,132.66666666666666,26.333333333333332,18.333333333333332
2016,KIN 360,178.5,7.5,4.0
2016,KIN 365,68.0,2.5,4.0
2016,KIN 366,100.0,14.666666666666666,12.333333333333334
2016,KIN 372,99.0,12.333333333333334,14.666666666666666
2016,KIN 385,52.0,2.0,4.0
2016,KIN 391,13.0,0.0,0.0
2016,KIN 395,11.0,0.0,0.0
2016,KIN 399,41.0,2.0,5.0
2016,KIN 417,8.0,0.0,0.0
2016,KIN 418,9.0,0.0,0.0
2016,KIN 445,22.0,0.0,0.0
2016,KIN 458,83.0,4.5,5.5
2016,KIN 459,50.5,1.5,3.0
2016,KIN 462,105.5,4.5,4.5
2016,KIN 467,36.5,0.0,0.0
2016,KIN 471,21.0,0.0,0.0
2016,KIN 472,26.5,1.5,4.5
2016,KIN 475,12.0,0.0,0.0
2016,KIN 480,70.5,2.5,3.5
2016,KIN 485A,30.333333333333332,0.0,0.0
2016,KIN 490A,16.333333333333332,0.0,0.0
2016,KIN 490H,5.0,0.0,0.0
2016,KIN 494X,11.0,1.0,9.0
2016,L A 171X,13.0,0.0,0.0
2016,L A 201,29.0,0.0,0.0
2016,L A 202,35.0,1.0,3.0
2016,L A 211X,6.0,1.0,17.0
2016,L A 221,29.0,2.0,7.0
2016,L A 222,37.0,3.0,8.0
2016,L A 241,29.0,0.0,0.0
2016,L A 270,5.0,0.0,0.0
2016,L A 272,29.0,1.0,3.0
2016,L A 274,59.0,6.0,10.0
2016,L A 281,29.0,0.0,0.0
2016,L A 282,36.0,2.0,6.0
2016,L A 301,32.0,0.0,0.0
2016,L A 302,28.0,2.0,7.0
2016,L A 341,27.0,0.0,0.0
2016,L A 371,40.0,8.0,20.0
2016,L A 373,44.0,10.0,23.0
2016,L A 381,32.0,2.0,6.0
2016,L A 402,29.0,0.0,0.0
2016,L A 404,19.5,0.0,0.0
2016,L A 441,33.0,0.0,0.0
2016,L A 458X,2.0,1.0,50.0
2016,L A 478D,9.0,0.0,0.0
2016,L A 478I,4.0,0.0,0.0
2016,L A 478N,11.0,0.0,0.0
2016,L A 481,31.0,1.0,3.0
2016,L A 482,33.0,1.0,3.0
2016,L A 490A,5.0,0.0,0.0
2016,L A 490D,1.0,0.0,0.0
2016,L A 490E,1.0,0.5,50.0
2016,L A 490F,2.0,0.0,0.0
2016,L A 490G,3.0,0.0,0.0
2016,L A 490H,1.0,0.0,0.0
2016,L L S 112,23.0,2.0,9.0
2016,L L S 212,2.0,0.0,0.0
2016,L L S 412,2.0,0.0,0.0
2016,LAS 101,622.0,97.0,16.0
2016,LAS 103B,15.0,2.0,13.0
2016,LAS 103D,67.0,4.5,5.0
2016,LAS 105X,23.0,4.0,17.0
2016,LAS 106X,24.0,3.0,13.0
2016,LAS 151,27.0,2.0,7.0
2016,LAS 152,17.0,0.0,0.0
2016,LAS 225,24.0,3.0,13.0
2016,LAS 290C,37.0,5.0,14.0
2016,LAS 290D,30.0,0.5,1.5
2016,LAS 290G,3.0,0.0,0.0
2016,LAS 290S,11.0,0.0,0.0
2016,LAS 350D,17.0,1.0,6.0
2016,LAS 360X,5.0,1.0,20.0
2016,LAS 385,21.0,1.0,5.0
2016,LAS 490A,2.0,0.0,0.0
2016,LAS 490E,2.0,0.0,0.0
2016,LAS 490G,10.5,0.0,0.0
2016,LAS 499,4.0,0.0,0.0
2016,LATIN 101,36.0,4.0,11.0
2016,LATIN 102,32.0,7.0,22.0
2016,LATIN 201,1.0,1.0,100.0
2016,LATIN 332,5.0,2.0,40.0
2016,LD ST 122,114.0,17.0,15.0
2016,LD ST 270,94.0,1.0,1.0
2016,LD ST 322,166.0,11.0,7.0
2016,LD ST 490,11.0,0.0,0.0
2016,LIB 160,2647.3333333333335,110.33333333333333,3.6666666666666665
2016,LING 101,22.0,3.0,14.0
2016,LING 119,36.0,5.0,15.0
2016,LING 120,18.0,0.0,0.0
2016,LING 207,15.5,4.0,25.5
2016,LING 219,19.0,2.5,10.0
2016,LING 220,21.5,3.0,14.5
2016,LING 275,10.0,1.0,10.0
2016,LING 286,12.0,0.5,5.0
2016,LING 305,7.0,0.0,0.0
2016,LING 309,15.5,2.0,12.5
2016,LING 319X,21.0,4.0,19.0
2016,LING 322X,14.0,1.0,7.0
2016,LING 324X,13.0,1.0,8.0
2016,LING 325X,11.0,0.0,0.0
2016,LING 350X,2.0,0.0,0.0
2016,LING 351,1.0,0.0,0.0
2016,LING 352,1.0,0.0,0.0
2016,LING 354,2.0,1.0,50.0
2016,LING 371,24.0,0.0,0.0
2016,LING 413,20.0,0.0,0.0
2016,LING 420,7.0,0.5,8.5
2016,LING 425,11.0,1.0,9.0
2016,LING 437,23.0,3.0,13.0
2016,LING 471,5.0,0.0,0.0
2016,LING 480B,9.0,0.0,0.0
2016,LING 490B,1.0,0.0,0.0
2016,M E 160,279.0,44.0,16.5
2016,M E 170,344.5,26.5,8.0
2016,M E 190,204.0,4.5,3.0
2016,M E 220,14.5,0.5,2.0
2016,M E 231,294.3333333333333,46.666666666666664,15.0
2016,M E 270,247.0,3.5,1.5
2016,M E 324,151.33333333333334,1.3333333333333333,0.6666666666666666
2016,M E 324L,168.0,1.6666666666666667,0.6666666666666666
2016,M E 325,167.66666666666666,18.0,8.666666666666666
2016,M E 332,164.33333333333334,23.666666666666668,16.333333333333332
2016,M E 335,140.66666666666666,14.333333333333334,9.0
2016,M E 370,146.0,10.0,4.333333333333333
2016,M E 401X,10.0,0.0,0.0
2016,M E 402X,10.0,0.0,0.0
2016,M E 410,27.0,0.0,0.0
2016,M E 411,11.0,0.0,0.0
2016,M E 412,46.0,3.0,7.0
2016,M E 413,31.0,5.0,16.0
2016,M E 415,155.0,0.5,0.5
2016,M E 416X,9.0,0.0,0.0
2016,M E 417,17.0,0.0,0.0
2016,M E 418,15.0,1.0,7.0
2016,M E 419,39.0,1.5,4.0
2016,M E 421,141.66666666666666,8.0,5.0
2016,M E 433,130.0,14.0,11.0
2016,M E 436,143.0,12.333333333333334,7.0
2016,M E 437,28.0,4.0,14.0
2016,M E 441,35.0,5.0,14.0
2016,M E 442,26.0,0.0,0.0
2016,M E 444,33.0,2.0,6.0
2016,M E 449,30.0,4.0,13.0
2016,M E 466,33.0,0.0,0.0
2016,M E 484,46.0,3.0,7.0
2016,M E 490H,1.0,0.0,0.0
2016,M E 490J,4.0,0.0,0.0
2016,M E 490M,1.0,0.0,0.0
2016,M E 490O,9.5,0.5,4.5
2016,M E 490Q,6.5,0.0,0.0
2016,M E 490R,5.5,0.0,0.0
2016,M E 490S,4.0,0.0,0.0
2016,M S 101,39.0,8.0,21.0
2016,M S 101L,37.0,3.0,8.0
2016,M S 102,25.0,1.0,4.0
2016,M S 102L,22.0,1.0,5.0
2016,M S 150,154.5,29.0,18.5
2016,M S 201,26.0,1.0,4.0
2016,M S 201L,25.0,1.0,4.0
2016,M S 202,29.0,0.0,0.0
2016,M S 202L,23.0,0.0,0.0
2016,M S 250,29.0,2.0,7.0
2016,M S 251,30.0,0.0,0.0
2016,M S 290,4.5,0.0,0.0
2016,M S 301,26.0,1.0,4.0
2016,M S 301L,26.0,0.0,0.0
2016,M S 302,31.0,0.0,0.0
2016,M S 302L,31.0,0.0,0.0
2016,M S 401,33.0,0.0,0.0
2016,M S 401L,33.0,0.0,0.0
2016,M S 402,25.0,0.0,0.0
2016,M S 402L,25.0,0.0,0.0
2016,M S 490,6.0,0.0,0.0
2016,MAT E 214,43.5,7.5,18.5
2016,MAT E 215,43.0,5.5,11.5
2016,MAT E 215L,41.0,1.0,4.0
2016,MAT E 216,40.0,5.0,12.5
2016,MAT E 216L,38.0,2.0,5.5
2016,MAT E 220,4.0,1.0,14.5
2016,MAT E 273,376.3333333333333,86.66666666666667,22.333333333333332
2016,MAT E 311,78.0,11.0,14.0
2016,MAT E 314,49.0,3.0,6.0
2016,MAT E 316,30.0,2.0,4.0
2016,MAT E 317,68.0,6.0,9.0
2016,MAT E 321,35.0,5.0,14.0
2016,MAT E 322,15.0,2.0,13.0
2016,MAT E 332,5.5,0.5,8.5
2016,MAT E 334,17.0,2.0,12.0
2016,MAT E 341,33.0,1.0,3.0
2016,MAT E 343,29.0,2.0,7.0
2016,MAT E 348,14.0,0.0,0.0
2016,MAT E 351,20.0,4.0,20.0
2016,MAT E 362,51.0,5.0,10.0
2016,MAT E 362L,23.0,1.0,4.0
2016,MAT E 370,4.0,0.5,10.0
2016,MAT E 391,14.0,0.0,0.0
2016,MAT E 392,14.0,0.0,0.0
2016,MAT E 394,10.0,0.0,0.0
2016,MAT E 413,23.0,0.5,1.5
2016,MAT E 414,29.5,0.0,0.0
2016,MAT E 418,40.0,1.0,2.5
2016,MAT E 419X,1.0,0.0,0.0
2016,MAT E 425,14.0,0.0,0.0
2016,MAT E 432,1.5,0.0,0.0
2016,MAT E 442,46.0,4.0,9.0
2016,MAT E 444,46.0,1.0,2.0
2016,MAT E 449,1.0,0.0,0.0
2016,MAT E 453,28.0,1.0,4.0
2016,MAT E 454,31.0,1.0,3.0
2016,MAT E 456,18.0,4.0,22.0
2016,MAT E 457,3.0,0.0,0.0
2016,MAT E 466,1.0,0.0,0.0
2016,MAT E 490,7.0,0.0,0.0
2016,MATH 101,81.0,4.0,5.0
2016,MATH 104,146.0,29.666666666666668,18.333333333333332
2016,MATH 105,87.5,25.0,29.0
2016,MATH 106X,34.0,2.0,6.0
2016,MATH 140,360.0,76.33333333333333,23.333333333333332
2016,MATH 143,327.3333333333333,66.66666666666667,16.666666666666668
2016,MATH 145,119.33333333333333,35.0,23.666666666666668
2016,MATH 150,628.0,160.66666666666666,25.0
2016,MATH 151,317.3333333333333,90.33333333333333,25.666666666666668
2016,MATH 160,161.0,49.5,31.5
2016,MATH 165,942.3333333333334,285.3333333333333,27.333333333333332
2016,MATH 166,795.0,184.0,25.0
2016,MATH 166H,14.0,1.0,7.0
2016,MATH 181,55.5,13.5,25.0
2016,MATH 182,18.0,4.0,22.0
2016,MATH 195,156.0,20.0,12.5
2016,MATH 196,132.5,18.0,13.5
2016,MATH 201,90.0,19.0,21.5
2016,MATH 207,189.33333333333334,21.666666666666668,11.0
2016,MATH 240X,12.0,1.0,8.0
2016,MATH 265,597.6666666666666,133.33333333333334,22.666666666666668
2016,MATH 265H,28.0,2.0,7.0
2016,MATH 266,120.33333333333333,29.666666666666668,29.666666666666668
2016,MATH 267,543.0,127.0,22.666666666666668
2016,MATH 268,7.0,1.6666666666666667,17.333333333333332
2016,MATH 269,3.0,1.5,50.0
2016,MATH 297,60.0,2.0,3.0
2016,MATH 301,45.5,15.0,33.5
2016,MATH 302,18.0,4.0,22.0
2016,MATH 304,19.0,3.0,16.0
2016,MATH 314,32.0,10.0,31.0
2016,MATH 317,78.5,15.0,19.5
2016,MATH 331,18.0,4.0,22.0
2016,MATH 341,20.5,4.0,17.0
2016,MATH 342,5.0,1.0,21.0
2016,MATH 350,23.0,3.0,13.0
2016,MATH 365,15.0,0.0,0.0
2016,MATH 373,22.0,2.0,9.0
2016,MATH 385,27.5,9.5,34.0
2016,MATH 397,12.0,0.0,0.0
2016,MATH 407,7.0,1.0,14.0
2016,MATH 414,26.666666666666668,6.0,19.666666666666668
2016,MATH 415,12.0,3.0,25.0
2016,MATH 421,3.0,1.0,33.0
2016,MATH 424,1.0,1.0,100.0
2016,MATH 435,16.0,2.0,13.0
2016,MATH 436,28.0,0.0,0.0
2016,MATH 481,8.0,5.0,63.0
2016,MATH 490,6.0,0.5,8.5
2016,MATH 491,1.0,0.0,0.0
2016,MATH 492,17.5,0.0,0.0
2016,MATH 495X,22.0,4.0,18.0
2016,MATH 497,9.0,0.0,0.0
2016,MGMT 310,133.66666666666666,7.333333333333333,5.333333333333333
2016,MGMT 313,37.5,0.0,0.0
2016,MGMT 320X,15.0,0.0,0.0
2016,MGMT 370,533.3333333333334,37.0,5.0
2016,MGMT 371,141.5,4.0,3.0
2016,MGMT 372X,41.0,0.5,2.0
2016,MGMT 410,32.0,0.0,0.0
2016,MGMT 414,66.33333333333333,4.333333333333333,4.666666666666667
2016,MGMT 471,99.5,11.5,11.5
2016,MGMT 472,71.0,0.0,0.0
2016,MGMT 478,318.0,11.0,4.333333333333333
2016,MGMT 490,1.0,0.0,0.0
2016,MICRO 101,60.0,18.0,30.0
2016,MICRO 110,34.0,2.0,6.0
2016,MICRO 201,255.0,36.5,15.0
2016,MICRO 201L,237.5,22.5,9.5
2016,MICRO 302,119.66666666666667,18.0,19.666666666666668
2016,MICRO 302L,93.5,5.5,6.0
2016,MICRO 310,89.0,6.0,7.0
2016,MICRO 310L,47.0,0.0,0.0
2016,MICRO 320,43.0,5.0,12.0
2016,MICRO 353,8.0,0.0,0.0
2016,MICRO 374,40.0,6.0,15.0
2016,MICRO 402,12.0,4.0,33.0
2016,MICRO 407,19.0,0.0,0.0
2016,MICRO 408,28.0,1.0,4.0
2016,MICRO 419,5.0,1.0,20.0
2016,MICRO 420,27.0,1.0,4.0
2016,MICRO 440,14.5,1.0,7.5
2016,MICRO 450,31.0,0.0,0.0
2016,MICRO 456,17.0,0.0,0.0
2016,MICRO 475,37.0,3.0,8.0
2016,MICRO 475L,7.0,0.0,0.0
2016,MICRO 477,11.0,2.0,18.0
2016,MICRO 487,2.0,0.0,0.0
2016,MICRO 490,8.0,0.5,6.5
2016,MICRO 490H,1.5,0.0,0.0
2016,MICRO 495,1.0,0.0,0.0
2016,MIS 207,89.66666666666667,29.333333333333332,23.0
2016,MIS 301,419.6666666666667,45.333333333333336,12.333333333333334
2016,MIS 307,85.5,9.0,10.5
2016,MIS 310,81.5,3.0,3.5
2016,MIS 320,90.5,14.5,16.0
2016,MIS 340,88.5,3.5,4.5
2016,MIS 368X,1.0,0.0,0.0
2016,MIS 407,25.0,7.0,28.0
2016,MIS 435,39.0,8.5,22.0
2016,MIS 436,44.5,3.5,7.5
2016,MIS 440,12.0,0.0,0.0
2016,MIS 445,31.0,2.0,6.0
2016,MIS 446,17.5,0.5,4.0
2016,MIS 447,10.5,0.5,6.5
2016,MIS 450,23.0,0.0,0.0
2016,MIS 490,1.0,0.0,0.0
2016,MIS 495X,12.0,0.5,5.5
2016,MKT 340,602.6666666666666,43.333333333333336,5.666666666666667
2016,MKT 343,94.5,1.5,1.5
2016,MKT 351X,21.0,1.5,7.0
2016,MKT 368X,19.0,0.0,0.0
2016,MKT 410,88.5,3.5,4.0
2016,MKT 442,88.5,2.0,2.0
2016,MKT 443,84.0,0.6666666666666666,0.3333333333333333
2016,MKT 444,158.5,11.5,7.5
2016,MKT 445,71.5,2.0,2.5
2016,MKT 447,161.0,7.0,4.5
2016,MKT 448,45.0,2.0,4.0
2016,MKT 451,12.0,0.0,0.0
2016,MKT 453,58.0,0.5,0.5
2016,MKT 490,1.5,0.0,0.0
2016,MKT 492,25.0,0.0,0.0
