Year,Class,Total Grades,"D, F, W Grades",% DFW
2008,AGRON 421,18.0,1.0,6.0
2008,AGRON 446,5.0,0.0,0.0
2008,AGRON 450,79.0,1.0,1.0
2008,AGRON 459,1.0,0.0,0.0
2008,AGRON 473,7.0,0.0,0.0
2008,AGRON 484X,10.0,0.0,0.0
2008,AGRON 485,2.0,0.0,0.0
2008,AGRON 490,9.5,0.5,5.5
2008,AGRON 490H,1.5,0.0,0.0
2008,AGRON 490Z,4.0,0.0,0.0
2008,AGRON 491,1.0,0.0,0.0
2008,AGRON 493,5.0,0.0,0.0
2008,AGRON 496A,30.0,0.0,0.0
2008,AGRON 497,8.0,0.0,0.0
2008,AM IN 210,141.0,6.0,5.333333333333333
2008,AM IN 240,18.0,0.0,0.0
2008,AM IN 310,42.5,1.5,4.0
2008,AM IN 322,25.0,10.0,40.0
2008,AM IN 323,4.0,1.0,25.0
2008,AM IN 328,10.0,0.0,0.0
2008,AM IN 346,9.0,0.0,0.0
2008,AM IN 420,1.0,1.0,100.0
2008,AM IN 426,2.0,0.0,0.0
2008,AM IN 490,1.0,0.0,0.0
2008,AN S 101,185.0,12.5,7.0
2008,AN S 114,227.0,42.5,18.5
2008,AN S 211,93.5,1.5,1.5
2008,AN S 214,136.0,47.5,36.0
2008,AN S 214L,103.5,13.5,13.0
2008,AN S 216,54.5,2.5,4.5
2008,AN S 217,17.0,0.0,0.0
2008,AN S 223,19.0,3.0,16.0
2008,AN S 224,77.0,8.0,10.0
2008,AN S 225,106.5,4.5,4.5
2008,AN S 226,115.5,18.0,15.5
2008,AN S 229,63.0,7.0,11.0
2008,AN S 235,72.0,8.0,11.0
2008,AN S 270,79.0,12.0,15.0
2008,AN S 305,43.0,2.0,5.0
2008,AN S 306X,13.0,3.0,23.0
2008,AN S 311,74.0,0.5,1.0
2008,AN S 312X,42.0,2.0,5.0
2008,AN S 316,17.0,1.0,6.0
2008,AN S 319,93.5,1.5,2.5
2008,AN S 321,35.0,8.0,23.0
2008,AN S 321L,8.0,2.0,25.0
2008,AN S 326X,5.0,0.0,0.0
2008,AN S 331,105.5,11.0,10.5
2008,AN S 332,27.0,2.0,7.5
2008,AN S 333,13.5,0.5,50.0
2008,AN S 334,8.0,0.0,0.0
2008,AN S 335,15.0,0.0,0.0
2008,AN S 336,55.0,0.0,0.0
2008,AN S 337,58.0,4.0,7.0
2008,AN S 352,74.5,12.0,16.0
2008,AN S 360,22.0,0.0,0.0
2008,AN S 399A,16.0,0.0,0.0
2008,AN S 411,57.5,0.5,1.0
2008,AN S 415,30.0,0.0,0.0
2008,AN S 417,12.0,0.0,0.0
2008,AN S 419,54.0,17.0,31.0
2008,AN S 424,22.0,0.0,0.0
2008,AN S 425,30.0,0.0,0.0
2008,AN S 426,13.0,1.5,12.5
2008,AN S 429,8.0,0.0,0.0
2008,AN S 434,14.5,0.5,5.5
2008,AN S 435,11.0,1.0,9.0
2008,AN S 460,26.0,2.0,8.0
2008,AN S 475A,6.0,0.0,0.0
2008,AN S 475B,5.5,0.0,0.0
2008,AN S 475C,23.0,0.5,1.5
2008,AN S 475D,12.0,0.0,0.0
2008,AN S 475E,5.0,0.5,10.0
2008,AN S 475F,5.0,0.0,0.0
2008,AN S 480C,8.5,0.0,0.0
2008,AN S 489,1.0,0.0,0.0
2008,AN S 490A,16.0,0.6666666666666666,2.3333333333333335
2008,AN S 490B,5.0,0.0,0.0
2008,AN S 490H,5.0,0.0,0.0
2008,AN S 493G,5.0,0.0,0.0
2008,AN S 493J,3.0,1.0,25.0
2008,AN S 496A,21.0,0.0,0.0
2008,AN S 497,54.0,0.0,0.0
2008,ANTHR 201,409.0,53.0,13.5
2008,ANTHR 202,120.5,37.0,30.0
2008,ANTHR 230,130.0,36.0,27.5
2008,ANTHR 257,13.0,1.0,8.0
2008,ANTHR 306,49.0,7.0,14.0
2008,ANTHR 307,40.0,1.0,3.0
2008,ANTHR 308,37.0,4.0,11.0
2008,ANTHR 309,33.0,1.0,3.0
2008,ANTHR 319,47.0,20.0,43.0
2008,ANTHR 321,34.0,3.0,9.0
2008,ANTHR 322,41.0,12.0,29.0
2008,ANTHR 323,27.0,4.0,15.0
2008,ANTHR 326,17.0,2.0,12.0
2008,ANTHR 337,34.0,3.0,9.0
2008,ANTHR 340,38.0,1.0,3.0
2008,ANTHR 350X,133.0,56.0,42.0
2008,ANTHR 420,7.0,3.0,43.0
2008,ANTHR 424,17.0,2.0,12.0
2008,ANTHR 428C,9.0,0.0,0.0
2008,ANTHR 434A,1.0,0.0,0.0
2008,ANTHR 434B,1.0,0.0,0.0
2008,ANTHR 450,15.0,0.0,0.0
2008,ANTHR 451A,5.0,0.0,0.0
2008,ANTHR 490B,1.0,0.0,0.0
2008,ANTHR 490D,2.0,0.0,0.0
2008,ANTHR 490H,1.0,0.0,0.0
2008,ARABC 101X,30.0,9.0,30.0
2008,ARABC 102X,13.0,1.0,8.0
2008,ARCH 201,78.0,2.0,3.0
2008,ARCH 202,67.0,1.0,1.0
2008,ARCH 221,144.0,18.0,13.0
2008,ARCH 222,104.0,18.0,17.0
2008,ARCH 230,78.0,0.0,0.0
2008,ARCH 240,117.0,9.0,8.0
2008,ARCH 242,69.0,5.0,7.0
2008,ARCH 271,67.0,2.0,3.0
2008,ARCH 301,64.0,0.0,0.0
2008,ARCH 302,62.0,0.0,0.0
2008,ARCH 334,16.0,1.5,9.5
2008,ARCH 335,27.0,1.0,4.0
2008,ARCH 344,65.0,6.0,9.0
2008,ARCH 346,67.0,4.0,6.0
2008,ARCH 351,16.0,0.0,0.0
2008,ARCH 357,68.0,1.0,1.0
2008,ARCH 401,62.0,0.0,0.0
2008,ARCH 402,48.0,0.0,0.0
2008,ARCH 403,62.0,0.0,0.0
2008,ARCH 404,10.0,1.0,10.0
2008,ARCH 420,24.0,2.0,8.0
2008,ARCH 422,17.0,1.0,6.0
2008,ARCH 423,17.0,1.0,6.0
2008,ARCH 426,24.0,1.0,4.0
2008,ARCH 427,18.0,4.0,22.0
2008,ARCH 431,47.0,0.0,0.0
2008,ARCH 434,9.0,0.0,0.0
2008,ARCH 436,14.0,2.0,14.0
2008,ARCH 437,19.0,1.0,5.0
2008,ARCH 448,64.0,2.0,3.0
2008,ARCH 458,68.0,2.0,3.0
2008,ARCH 482,64.0,1.0,2.0
2008,ARCH 490A,4.0,0.0,0.0
2008,ARCH 490B,3.0,0.3333333333333333,33.333333333333336
2008,ARCH 490C,1.0,0.0,0.0
2008,ARCH 490D,1.0,0.0,0.0
2008,ARCH 490H,2.0,0.0,0.0
2008,ART 230,76.0,7.0,9.5
2008,ART 486X,2.0,0.0,0.0
2008,ART 494A,9.0,2.0,22.0
2008,ART 494G,36.0,0.0,0.0
2008,ART 494I,24.0,1.0,4.0
2008,ART 495N,53.5,2.5,6.0
2008,ART 497,1.6666666666666667,0.0,0.0
2008,ART 498,1.5,0.0,0.0
2008,ART H 181,46.0,18.0,39.0
2008,ART H 280,229.0,17.0,7.0
2008,ART H 280H,3.0,1.0,33.0
2008,ART H 281,240.0,18.0,8.0
2008,ART H 382,48.0,9.0,19.0
2008,ART H 385,42.0,11.0,26.0
2008,ART H 487,46.0,6.0,13.0
2008,ART H 488,47.0,2.0,4.0
2008,ART H 490,1.0,0.0,0.0
2008,ART H 490H,1.0,0.0,0.0
2008,ART H 495,49.0,3.0,6.0
2008,ART H 496,67.0,13.0,19.0
2008,ART H 498,50.666666666666664,5.333333333333333,16.333333333333332
2008,ARTED 211,19.0,1.5,8.0
2008,ARTGR 270,75.0,0.0,0.0
2008,ARTGR 271,60.0,0.0,0.0
2008,ARTGR 275,75.0,1.0,1.0
2008,ARTGR 276,60.0,0.0,0.0
2008,ARTGR 291,73.0,1.0,1.0
2008,ARTGR 370,58.0,0.0,0.0
2008,ARTGR 371,53.0,0.0,0.0
2008,ARTGR 372,52.0,2.0,4.0
2008,ARTGR 387,56.0,3.0,5.0
2008,ARTGR 388,48.0,3.0,6.0
2008,ARTGR 391X,14.0,0.0,0.0
2008,ARTGR 470,53.0,1.0,2.0
2008,ARTGR 472,17.0,0.0,0.0
2008,ARTGR 473,14.0,2.5,17.5
2008,ARTGR 474,9.0,2.0,22.0
2008,ARTGR 475,29.0,3.0,13.0
2008,ARTGR 476,18.0,1.0,6.0
2008,ARTGR 477,14.5,0.0,0.0
2008,ARTGR 478,13.0,0.0,0.0
2008,ARTGR 479,14.0,1.0,7.0
2008,ARTGR 480,16.0,0.0,0.0
2008,ARTGR 481,53.0,0.0,0.0
2008,ARTGR 482,53.0,0.0,0.0
2008,ARTGR 484,23.0,0.5,2.5
2008,ARTGR 490B,2.5,0.5,50.0
2008,ARTGR 490H,2.0,0.0,0.0
2008,ARTGR 490I,4.0,0.0,0.0
2008,ARTID 250,58.0,9.0,16.0
2008,ARTID 251,55.0,3.0,5.0
2008,ARTID 261,41.0,2.0,5.0
2008,ARTID 262,40.0,0.0,0.0
2008,ARTID 263,39.0,0.0,0.0
2008,ARTID 265,40.0,0.0,0.0
2008,ARTID 267,39.0,2.0,5.0
2008,ARTID 350,40.0,1.0,3.0
2008,ARTID 351,39.0,1.0,3.0
2008,ARTID 352,38.0,0.0,0.0
2008,ARTID 355,57.0,7.0,12.0
2008,ARTID 357,24.0,0.0,0.0
2008,ARTID 360,35.5,2.0,6.0
2008,ARTID 365,36.0,0.0,0.0
2008,ARTID 367,38.0,1.0,3.0
2008,ARTID 460,35.0,1.0,3.0
2008,ARTID 461,38.0,0.0,0.0
2008,ARTID 463,15.0,1.0,7.0
2008,ARTID 465,37.0,0.0,0.0
2008,ARTID 467,25.0,0.0,0.0
2008,ARTID 469,14.0,0.0,0.0
2008,ARTID 490,2.0,0.0,0.0
2008,ARTID 490H,1.0,0.0,0.0
2008,ARTIS 201,24.0,5.333333333333333,22.333333333333332
2008,ARTIS 205,35.0,3.0,8.5
2008,ARTIS 207,33.5,1.5,4.5
2008,ARTIS 208,48.0,3.5,8.0
2008,ARTIS 209,33.5,1.0,3.0
2008,ARTIS 211,33.5,1.0,3.0
2008,ARTIS 227,41.0,1.3333333333333333,1.6666666666666667
2008,ARTIS 229,22.5,2.0,7.0
2008,ARTIS 233,13.0,1.5,11.5
2008,ARTIS 238,16.666666666666668,1.6666666666666667,10.666666666666666
2008,ARTIS 305,14.666666666666666,2.0,11.333333333333334
2008,ARTIS 308,30.5,3.0,9.5
2008,ARTIS 310,35.0,3.0,9.0
2008,ARTIS 311,17.0,2.0,12.0
2008,ARTIS 320,7.0,0.0,0.0
2008,ARTIS 321X,9.0,1.0,11.0
2008,ARTIS 322,8.0,0.0,0.0
2008,ARTIS 323,4.0,0.0,0.0
2008,ARTIS 324,12.0,0.0,0.0
2008,ARTIS 326,3.0,0.0,0.0
2008,ARTIS 327,3.0,0.0,0.0
2008,ARTIS 329,13.0,0.0,0.0
2008,ARTIS 330,33.5,3.5,10.5
2008,ARTIS 335,10.0,0.0,0.0
2008,ARTIS 338,7.666666666666667,1.3333333333333333,14.666666666666666
2008,ARTIS 346,16.0,0.0,0.0
2008,ARTIS 356,10.0,0.0,0.0
2008,ARTIS 357,12.0,3.0,25.0
2008,ARTIS 358,11.5,2.5,23.5
2008,ARTIS 399,61.0,5.0,8.0
2008,ARTIS 407,18.5,0.5,3.0
2008,ARTIS 408,18.0,0.5,2.5
2008,ARTIS 420,10.5,1.0,6.5
2008,ARTIS 422,7.0,0.0,0.0
2008,ARTIS 424,11.5,1.0,8.5
2008,ARTIS 429,3.0,0.0,0.0
2008,ARTIS 430,14.0,1.0,7.0
2008,ARTIS 438,7.333333333333333,0.6666666666666666,10.333333333333334
2008,ARTIS 458,2.0,0.0,0.0
2008,ARTIS 482,17.5,1.0,6.0
2008,ARTIS 490B,2.0,0.0,0.0
2008,ARTIS 490C,3.0,0.5,10.0
2008,ARTIS 490D,3.5,0.0,0.0
2008,ARTIS 490E,4.0,0.5,7.0
2008,ARTIS 490F,1.0,0.0,0.0
2008,ARTIS 490G,1.5,0.0,0.0
2008,ARTIS 490H,2.5,0.0,0.0
2008,ARTIS 490I,2.5,0.5,12.5
2008,ARTIS 490J,2.0,0.5,16.5
2008,ARTIS 490L,2.0,0.3333333333333333,11.0
2008,ARTIS 490M,4.0,0.0,0.0
2008,ARTIS 499,62.0,3.0,5.0
2008,ASTRO 102,28.333333333333332,7.666666666666667,26.333333333333332
2008,ASTRO 103,20.666666666666668,5.666666666666667,27.0
2008,ASTRO 120,146.66666666666666,46.666666666666664,32.333333333333336
2008,ASTRO 125L,32.0,9.0,28.0
2008,ASTRO 150,83.0,35.5,44.5
2008,ASTRO 250,21.0,7.0,33.0
2008,ASTRO 342,14.0,2.0,14.0
2008,ASTRO 344L,16.0,0.0,0.0
2008,ASTRO 346,27.0,6.0,22.0
2008,ATH 101B,13.0,0.0,0.0
2008,ATH 101C,10.0,0.0,0.0
2008,ATH 101D,21.0,0.0,0.0
2008,ATH 101E,20.0,0.0,0.0
2008,ATH 101F,101.0,4.0,4.0
2008,ATH 101G,9.0,0.0,0.0
2008,ATH 101J,15.0,0.0,0.0
2008,ATH 101K,17.0,0.0,0.0
2008,ATH 101M,22.0,0.0,0.0
2008,ATH 101O,7.0,0.0,0.0
2008,ATH 101P,21.0,0.0,0.0
2008,ATH 101Q,20.0,0.0,0.0
2008,ATH 101R,14.0,0.0,0.0
2008,ATH 101S,29.0,0.0,0.0
2008,ATH 101T,9.0,0.0,0.0
2008,ATH 101U,24.0,0.0,0.0
2008,BBMB 101,52.0,4.0,8.0
2008,BBMB 102,32.0,6.0,19.0
2008,BBMB 201,10.0,1.0,10.0
2008,BBMB 221,88.0,19.0,22.0
2008,BBMB 301,128.66666666666666,20.666666666666668,15.666666666666666
2008,BBMB 311,12.0,0.0,0.0
2008,BBMB 404,56.0,8.666666666666666,22.0
2008,BBMB 405,24.0,4.666666666666667,25.333333333333332
2008,BBMB 411,30.0,0.0,0.0
2008,BBMB 420,16.0,1.0,6.0
2008,BBMB 451,1.0,1.0,100.0
2008,BBMB 461,24.0,2.0,8.0
2008,BBMB 490,11.0,0.0,0.0
2008,BBMB 490H,1.5,0.0,0.0
2008,BBMB 499,7.0,0.3333333333333333,2.6666666666666665
2008,BCB 444,1.0,1.0,100.0
2008,BCBIO 110X,6.0,0.0,0.0
2008,BIOL 101,319.3333333333333,73.66666666666667,22.666666666666668
2008,BIOL 110,137.0,5.0,4.0
2008,BIOL 111,113.0,0.0,0.0
2008,BIOL 155,177.33333333333334,40.0,22.0
2008,BIOL 165,26.0,1.0,2.5
2008,BIOL 173,59.333333333333336,14.666666666666666,20.0
2008,BIOL 204,25.0,6.0,24.0
2008,BIOL 211,487.6666666666667,141.33333333333334,29.0
2008,BIOL 211L,540.0,92.0,15.5
2008,BIOL 212,494.0,114.5,23.0
2008,BIOL 212L,389.5,60.5,17.0
2008,BIOL 255,427.0,101.0,24.0
2008,BIOL 255L,355.0,55.0,15.0
2008,BIOL 256,348.0,81.0,23.0
2008,BIOL 256L,310.0,9.0,3.0
2008,BIOL 258,18.0,1.0,6.0
2008,BIOL 306X,21.0,4.0,19.0
2008,BIOL 312,89.0,15.0,15.5
2008,BIOL 313,148.33333333333334,26.666666666666668,22.333333333333332
2008,BIOL 313L,133.0,6.0,4.0
2008,BIOL 314,130.5,14.5,11.5
2008,BIOL 314L,92.0,3.5,4.0
2008,BIOL 315,82.5,8.0,10.5
2008,BIOL 328X,24.0,4.0,17.0
2008,BIOL 330A,11.0,2.0,18.0
2008,BIOL 335,24.0,6.0,25.0
2008,BIOL 336X,22.0,3.0,14.0
2008,BIOL 351,37.0,4.0,11.0
2008,BIOL 352,23.0,1.0,4.0
2008,BIOL 353,10.0,3.0,30.0
2008,BIOL 354,87.0,19.0,22.0
2008,BIOL 354L,19.0,9.0,47.0
2008,BIOL 355,101.0,3.0,3.0
2008,BIOL 356,20.0,3.0,15.0
2008,BIOL 364,13.0,1.0,8.0
2008,BIOL 365,58.0,10.0,17.0
2008,BIOL 366,57.0,14.0,25.0
2008,BIOL 371,3.0,0.0,0.0
2008,BIOL 381,3.0,0.0,0.0
2008,BIOL 393A,6.0,0.0,0.0
2008,BIOL 393B,6.0,0.0,0.0
2008,BIOL 394A,19.0,0.0,0.0
2008,BIOL 394B,19.0,0.0,0.0
2008,BIOL 423,24.0,2.0,8.0
2008,BIOL 423L,5.0,1.0,20.0
2008,BIOL 436,21.0,6.0,29.0
2008,BIOL 444,1.0,0.0,0.0
2008,BIOL 454,2.0,1.0,50.0
2008,BIOL 455X,11.0,0.0,0.0
2008,BIOL 456,5.0,0.0,0.0
2008,BIOL 457,9.0,1.0,11.0
2008,BIOL 458,1.0,0.0,0.0
2008,BIOL 459,6.0,1.0,17.0
2008,BIOL 462,4.0,0.0,0.0
2008,BIOL 465,1.0,0.0,0.0
2008,BIOL 471X,15.0,1.0,7.0
2008,BIOL 472,7.0,2.0,29.0
2008,BIOL 474,17.0,8.0,47.0
2008,BIOL 486,16.0,5.0,31.0
2008,BIOL 486L,10.0,2.0,20.0
2008,BIOL 488,5.0,0.0,0.0
2008,BIOL 490R,21.0,0.6666666666666666,2.0
2008,BIOL 491,7.666666666666667,0.0,0.0
2008,BIOL 494,6.0,0.0,0.0
2008,BIOL 495,11.0,0.0,0.0
2008,BPM I 323,14.0,1.0,7.0
2008,BPM I 326,16.0,1.0,6.0
2008,BPM I 327,8.0,1.0,13.0
2008,BPM I 337,9.0,0.0,0.0
2008,BPM I 395,14.0,1.0,7.0
2008,BPM I 490,1.3333333333333333,0.0,0.0
2008,BPM I 497,4.333333333333333,0.0,0.0
2008,BUSAD 101,530.0,71.5,15.0
2008,BUSAD 102,135.0,8.0,6.0
2008,BUSAD 291A,2.0,0.0,0.0
2008,BUSAD 292,24.0,0.0,0.0
2008,BUSAD 301,20.0,1.0,5.0
2008,BUSAD 490E,1.5,0.0,0.0
2008,BUSAD 490G,4.0,0.0,0.0
2008,BUSAD 490H,10.5,0.5,3.5
2008,BUSAD 491A,5.333333333333333,0.0,0.0
2008,BUSAD 491D,2.0,0.0,0.0
2008,BUSAD 491E,7.0,0.0,0.0
2008,C E 104,99.0,7.0,7.5
2008,C E 111,130.0,36.5,28.0
2008,C E 160,97.0,3.0,3.0
2008,C E 170,101.5,3.0,3.0
2008,C E 203,70.0,6.5,12.0
2008,C E 204,63.5,1.5,2.5
2008,C E 303,62.0,3.0,6.0
2008,C E 304,57.0,5.0,7.5
2008,C E 326,42.0,2.0,3.3333333333333335
2008,C E 332,109.5,26.5,23.5
2008,C E 333,82.0,29.0,35.5
2008,C E 334,60.0,5.0,8.666666666666666
2008,C E 350,40.0,0.0,0.0
2008,C E 355,56.5,1.0,2.0
2008,C E 360,90.0,3.0,4.0
2008,C E 372,70.5,1.5,1.5
2008,C E 382,58.5,1.5,2.5
2008,C E 383,22.0,0.0,0.0
2008,C E 388,4.0,2.0,50.0
2008,C E 417,19.0,1.0,5.0
2008,C E 420,13.0,0.0,0.0
2008,C E 421,4.0,1.0,25.0
2008,C E 428,20.0,0.0,0.0
2008,C E 447,13.0,0.0,0.0
2008,C E 451,13.0,0.0,0.0
2008,C E 453,40.5,0.5,2.0
2008,C E 460,19.0,0.0,0.0
2008,C E 473,15.0,0.0,0.0
2008,C E 483X,3.0,0.0,0.0
2008,C E 485,48.5,0.5,1.0
2008,C E 486,42.0,2.5,6.0
2008,C E 490,1.6666666666666667,0.0,0.0
2008,C E 490H,1.0,0.0,0.0
2008,C I 201,117.0,17.5,15.0
2008,C I 202,59.666666666666664,8.666666666666666,12.666666666666666
2008,C I 204,154.33333333333334,13.666666666666666,6.0
2008,C I 216X,74.0,14.0,19.0
2008,C I 245,93.0,1.5,2.5
2008,C I 268,93.0,1.5,2.5
2008,C I 280A,36.5,2.5,7.0
2008,C I 280B,3.5,1.0,29.0
2008,C I 280I,25.0,0.0,0.0
2008,C I 280L,31.5,4.5,14.5
2008,C I 280M,13.0,2.0,15.0
2008,C I 280O,1.0,0.0,0.0
2008,C I 290,2.0,0.0,0.0
2008,C I 302,10.0,1.0,10.0
2008,C I 332,72.5,1.0,1.5
2008,C I 333,41.5,1.0,2.0
2008,C I 347,8.0,1.0,13.0
2008,C I 377,56.0,0.3333333333333333,0.6666666666666666
2008,C I 378,40.0,0.3333333333333333,0.3333333333333333
2008,C I 395,25.0,1.0,4.0
2008,C I 401,11.0,0.0,0.0
2008,C I 402,8.0,0.0,0.0
2008,C I 403,10.0,1.0,10.0
2008,C I 406,82.33333333333333,2.0,3.0
2008,C I 407,5.0,1.0,20.0
2008,C I 416A,70.5,0.0,0.0
2008,C I 416B,45.0,0.5,1.5
2008,C I 416C,1.0,0.0,0.0
2008,C I 416D,4.0,0.0,0.0
2008,C I 416E,6.5,0.0,0.0
2008,C I 417A,2.0,0.0,0.0
2008,C I 417B,1.0,0.0,0.0
2008,C I 417C,4.5,0.0,0.0
2008,C I 417D,2.5,0.0,0.0
2008,C I 417E,4.0,0.0,0.0
2008,C I 417G,2.0,0.0,0.0
2008,C I 417K,6.0,0.0,0.0
2008,C I 417L,4.0,0.0,0.0
2008,C I 417N,2.5,0.0,0.0
2008,C I 418,6.0,0.0,0.0
2008,C I 419,2.0,0.0,0.0
2008,C I 420,5.0,0.0,0.0
2008,C I 426,22.0,0.0,0.0
2008,C I 433,22.5,0.0,0.0
2008,C I 438,22.5,0.0,0.0
2008,C I 439,21.5,0.0,0.0
2008,C I 443,36.666666666666664,0.3333333333333333,1.0
2008,C I 448,38.666666666666664,0.0,0.0
2008,C I 449,35.333333333333336,0.6666666666666666,1.0
2008,C I 450,2.0,1.0,50.0
2008,C I 452,11.0,0.0,0.0
2008,C I 456,8.0,0.0,0.0
2008,C I 468A,38.666666666666664,0.0,0.0
2008,C I 468B,34.666666666666664,0.0,0.0
2008,C I 468C,38.666666666666664,0.0,0.0
2008,C I 468D,34.666666666666664,0.0,0.0
2008,C I 468E,2.0,0.0,0.0
2008,C I 468F,24.5,0.0,0.0
2008,C I 468G,22.5,0.0,0.0
2008,C I 468I,22.5,0.0,0.0
2008,C I 468J,6.0,0.0,0.0
2008,C I 468K,2.0,0.0,0.0
2008,C I 468R,5.333333333333333,0.0,0.0
2008,C I 480A,8.5,0.5,3.0
2008,C I 480C,8.0,0.0,0.0
2008,C I 480K,1.0,0.0,0.0
2008,C I 486,1.0,0.0,0.0
2008,C I 490E,1.0,0.0,0.0
2008,C I 490H,2.0,0.0,0.0
2008,C I 496,8.5,0.5,3.0
2008,C I 497,1.0,0.0,0.0
2008,C R P 253,62.0,9.0,15.0
2008,C R P 270,84.0,22.0,26.0
2008,C R P 272,41.0,8.0,20.0
2008,C R P 274,41.0,0.0,0.0
2008,C R P 291,33.0,5.0,15.0
2008,C R P 330,4.333333333333333,0.0,0.0
2008,C R P 332,18.0,0.0,0.0
2008,C R P 376,8.0,2.0,25.0
2008,C R P 383,34.0,3.0,9.0
2008,C R P 391,17.333333333333332,1.3333333333333333,6.666666666666667
2008,C R P 417,31.0,1.0,3.0
2008,C R P 429,11.0,2.0,18.0
2008,C R P 432,22.0,0.5,2.0
2008,C R P 435,28.0,1.0,4.0
2008,C R P 445,10.0,0.0,0.0
2008,C R P 451,10.333333333333334,1.3333333333333333,10.0
2008,C R P 452,9.0,0.0,0.0
2008,C R P 475,8.0,3.0,38.0
2008,C R P 481,23.0,3.0,13.0
2008,C R P 484,8.0,0.0,0.0
2008,C R P 490,2.0,0.0,0.0
2008,C R P 491,10.0,4.0,40.0
2008,C R P 492,37.0,4.0,11.0
2008,C R P 494,14.0,0.6666666666666666,4.0
2008,C R P 498,18.0,0.5,3.0
2008,CH E 210,57.0,8.5,18.5
2008,CH E 302,94.0,1.0,1.0
2008,CH E 310,46.5,5.5,13.0
2008,CH E 325,21.0,0.3333333333333333,1.3333333333333333
2008,CH E 356,52.5,6.0,12.5
2008,CH E 357,42.0,5.0,9.5
2008,CH E 358,38.5,8.0,21.0
2008,CH E 381,45.5,5.5,13.5
2008,CH E 382,36.5,2.5,6.5
2008,CH E 391A,7.0,0.0,0.0
2008,CH E 391B,6.0,0.0,0.0
2008,CH E 392,6.0,0.0,0.0
2008,CH E 406,20.0,1.0,5.0
2008,CH E 415,28.0,2.0,7.0
2008,CH E 421,38.5,0.5,1.0
2008,CH E 426,18.333333333333332,0.3333333333333333,1.3333333333333333
2008,CH E 427,12.0,1.0,8.0
2008,CH E 430,35.0,0.5,1.5
2008,CH E 442,24.0,0.0,0.0
2008,CH E 490,15.666666666666666,0.6666666666666666,3.6666666666666665
2008,CH E 490H,2.0,0.0,0.0
2008,CH E 499,2.0,0.5,16.5
2008,CHEM 155,414.0,94.0,23.0
2008,CHEM 160,16.0,3.0,19.0
2008,CHEM 163,268.5,71.5,25.0
2008,CHEM 163L,263.0,42.0,14.0
2008,CHEM 164,136.0,36.0,26.0
2008,CHEM 164L,69.0,8.0,12.0
2008,CHEM 165,302.0,70.0,23.0
2008,CHEM 167,253.0,89.0,33.0
2008,CHEM 167L,169.0,28.5,17.5
2008,CHEM 177,407.6666666666667,67.66666666666667,17.333333333333332
2008,CHEM 177L,388.0,70.33333333333333,16.333333333333332
2008,CHEM 177N,39.0,13.0,33.0
2008,CHEM 178,394.0,98.5,22.5
2008,CHEM 178L,276.0,36.0,14.0
2008,CHEM 201,48.0,4.0,8.0
2008,CHEM 201L,47.0,5.0,11.0
2008,CHEM 211,63.0,14.5,22.5
2008,CHEM 211L,65.0,16.0,24.5
2008,CHEM 231,101.33333333333333,15.0,12.666666666666666
2008,CHEM 231L,98.33333333333333,12.333333333333334,11.333333333333334
2008,CHEM 299,1.0,0.0,0.0
2008,CHEM 301,35.0,10.0,29.0
2008,CHEM 316,26.0,3.0,12.0
2008,CHEM 316L,27.0,3.0,11.0
2008,CHEM 321L,5.0,0.0,0.0
2008,CHEM 322L,42.0,3.0,7.0
2008,CHEM 324,59.0,11.0,19.0
2008,CHEM 325,70.5,12.5,19.0
2008,CHEM 331,301.5,79.5,28.0
2008,CHEM 331L,219.5,23.5,10.0
2008,CHEM 332,229.5,69.5,29.5
2008,CHEM 332L,101.0,12.0,11.5
2008,CHEM 333L,26.0,5.0,19.0
2008,CHEM 334L,17.0,0.0,0.0
2008,CHEM 399,6.333333333333333,0.0,0.0
2008,CHEM 401L,11.0,2.0,18.0
2008,CHEM 402,9.0,1.0,11.0
2008,CHEM 490,1.0,0.0,0.0
2008,CHEM 499,1.5,0.0,0.0
2008,CHIN 101,84.0,20.0,24.0
2008,CHIN 102,48.0,3.0,6.0
2008,CHIN 201,23.0,1.0,4.0
2008,CHIN 202,14.0,2.0,14.0
2008,CHIN 272,28.0,2.0,7.0
2008,CHIN 301,10.0,3.0,30.0
2008,CHIN 304,20.0,1.0,5.0
2008,CHIN 370,20.0,1.0,5.0
2008,CJ ST 240,94.0,5.0,4.5
2008,CJ ST 241,92.0,6.5,9.0
2008,CJ ST 320,28.0,17.0,61.0
2008,CJ ST 332,14.5,0.5,3.0
2008,CJ ST 340,79.0,11.0,14.0
2008,CJ ST 341,32.333333333333336,2.0,6.333333333333333
2008,CJ ST 351,30.666666666666668,9.333333333333334,31.333333333333332
2008,CJ ST 352,61.0,2.3333333333333335,3.6666666666666665
2008,CJ ST 402,23.0,3.0,13.0
2008,CJ ST 403X,128.66666666666666,6.333333333333333,4.666666666666667
2008,CJ ST 460,39.666666666666664,0.6666666666666666,1.6666666666666667
2008,CL ST 273,201.0,81.0,40.0
2008,CL ST 275,129.0,36.0,28.0
2008,CL ST 304,9.0,2.0,22.0
2008,CL ST 310,1.0,0.0,0.0
2008,CL ST 353,9.5,2.0,23.5
2008,CL ST 372,18.0,1.0,6.0
2008,CL ST 373,32.0,6.0,19.0
2008,CL ST 374A,13.0,2.0,15.0
